vin;is_owner;is_promo;region;city;brand;model;year;mileage;count_owners;air_condition;color;price;en_capacity;en_type;en_power;num_cylinders;fuel_waste_mix;body_type;modification;num_doors;gearbox_type;wheel_drive;steering_wheel;link;ad_date;avito_id;model_uid
;True;;Алтайский край;Барнаул;ВАЗ (LADA);Priora;2023;163500;4+;True;Белый;350000;1596;Бензин;98;4.0;7.2;Хетчбэк;1.6 MT (98 л.с.);5;Механика;Передний;Левый;https://www.avito.ru/barnaul/avtomobili/vaz_lada_priora_1.6_mt_2012_163500km_3220901632;2023-08-21;3220901632;1boQWip
;True;;Республика Башкортостан;Стерлитамак;ГАЗ;31029 Волга;1997;15000;4+;False;Серый;199999;2445;Бензин;100;4.0;12.9;Седан;2.4 MT (100 л.с.);4;Механика;Задний;Левый;https://www.avito.ru/sterlitamak/avtomobili/gaz_31029_volga_2.4_mt_1997_15000km_2964954787;2023-08-29;2964954787;ORG28hG
;True;;Нижегородская область;Кстовский муниципальный округ;УАЗ;31514;2023;60000;3;False;Серый;300000;2890;Бензин;98;4.0;1.0;Внедорожник;2.9 MT (98 л.с.);5;Механика;Полный;Левый;https://www.avito.ru/kstovo/avtomobili/uaz_31514_2.9_mt_1993_60000km_3233305982;2023-08-25;3233305982;WOy12Cm
;True;;Москва;ул. Твардовского;ВАЗ (LADA);1111 Ока;2023;12875;4+;False;Синий;150000;749;Бензин;33;2.0;6.8;Хетчбэк;0.7 MT (33 л.с.);3;Механика;;Левый;https://www.avito.ru/moskva/avtomobili/vaz_lada_1111_oka_0.7_mt_2003_12875km_3341863473;2023-08-24;3341863473;B5pXEsE
;True;;Республика Мордовия;Саранск;ВАЗ (LADA);2114 Samara;2023;220000;4+;False;Бежевый;155000;1499;Бензин;77;4.0;7.3;Хетчбэк;1.5 MT (77 л.с.);5;Механика;Передний;Левый;https://www.avito.ru/saransk/avtomobili/vaz_lada_2114_samara_1.5_mt_2007_220000km_3310950010;2023-08-21;3310950010;zN8Oxuo
;True;;Краснодарский край;Сочи;ГАЗ;ГАЗель Next;2023;69540;2;False;Белый;2500000;2800;Дизель;150;;;Фургон;2.8 D MT (150 л.с.);4;Механика;Задний;Левый;https://www.avito.ru/sochi/avtomobili/gaz_gazel_next_2.8_mt_2019_69540km_2686393274;2023-08-22;2686393274;8RpZaHY
;True;;Республика Башкортостан;Стерлитамак;ГАЗ;31029 Волга;1997;15000;4+;False;Серый;199999;2445;Бензин;100;4.0;12.9;Седан;2.4 MT (100 л.с.);4;Механика;Задний;Левый;https://www.avito.ru/sterlitamak/avtomobili/gaz_31029_volga_2.4_mt_1997_15000km_2964954787;2023-08-29;2964954787;ORG28hG
;True;;Нижегородская область;Кстовский муниципальный округ;УАЗ;31514;2023;60000;3;False;Серый;300000;2890;Бензин;98;4.0;1.0;Внедорожник;2.9 MT (98 л.с.);5;Механика;Полный;Левый;https://www.avito.ru/kstovo/avtomobili/uaz_31514_2.9_mt_1993_60000km_3233305982;2023-08-25;3233305982;WOy12Cm
;True;;Москва;ул. Твардовского;ВАЗ (LADA);1111 Ока;2023;12875;4+;False;Синий;150000;749;Бензин;33;2.0;6.8;Хетчбэк;0.7 MT (33 л.с.);3;Механика;;Левый;https://www.avito.ru/moskva/avtomobili/vaz_lada_1111_oka_0.7_mt_2003_12875km_3341863473;2023-08-24;3341863473;B5pXEsE
;True;;Республика Мордовия;Саранск;ВАЗ (LADA);2114 Samara;2023;220000;4+;False;Бежевый;155000;1499;Бензин;77;4.0;7.3;Хетчбэк;1.5 MT (77 л.с.);5;Механика;Передний;Левый;https://www.avito.ru/saransk/avtomobili/vaz_lada_2114_samara_1.5_mt_2007_220000km_3310950010;2023-08-21;3310950010;zN8Oxuo
;True;;Краснодарский край;Сочи;ГАЗ;ГАЗель Next;2023;69540;2;False;Белый;2500000;2800;Дизель;150;;;Фургон;2.8 D MT (150 л.с.);4;Механика;Задний;Левый;https://www.avito.ru/sochi/avtomobili/gaz_gazel_next_2.8_mt_2019_69540km_2686393274;2023-08-22;2686393274;8RpZaHY
;True;;Ростовская область;Мясниковский р-н;ВАЗ (LADA);Priora;2023;178000;4+;True;Чёрный;370000;1596;Бензин;98;4.0;7.2;Хетчбэк;1.6 MT (98 л.с.);3;Механика;Передний;Левый;https://www.avito.ru/chaltyr/avtomobili/vaz_lada_priora_1.6_mt_2010_178000km_3330625177;2023-08-17;3330625177;Zk6V8UM
;True;;Республика Дагестан;г.о. Кизилюрт;ВАЗ (LADA);21099;2023;253561;1;False;Серый;150000;1499;Бензин;78;4.0;7.4;Седан;1.5 MT (78 л.с.);4;Механика;Передний;Левый;https://www.avito.ru/kizilyurt/avtomobili/vaz_lada_21099_1.5_mt_2001_253561km_3077558860;2023-08-19;3077558860;ORewRuG
;True;;Челябинская область;Магнитогорск;ВАЗ (LADA);Vesta;2023;28000;1;True;Серебряный;1500000;1596;Бензин;106;4.0;7.5;Универсал;1.6 MT (106 л.с.);5;Механика;Передний;Левый;https://www.avito.ru/magnitogorsk/avtomobili/vaz_lada_vesta_1.6_mt_2021_28000km_2351828525;2023-08-27;2351828525;pw7rBf4
;True;;Брянская область;Брянск;ВАЗ (LADA);2115 Samara;2023;314556;4+;False;Синий;145000;1500;Бензин;78;4.0;7.2;Седан;1.5 MT (78 л.с.);4;Механика;Передний;Левый;https://www.avito.ru/bryansk/avtomobili/vaz_lada_2115_samara_1.5_mt_2002_314556km_3245701551;2023-08-17;3245701551;ORYoRtG
;True;;Санкт-Петербург;Стародеревенская ул.;ВАЗ (LADA);2101;2023;23000;2;False;Бежевый;450000;1198;Бензин;59;4.0;9.2;Седан;1.2 MT (59 л.с.);4;Механика;Задний;Левый;https://www.avito.ru/sankt-peterburg/avtomobili/vaz_lada_2101_1.2_mt_1985_23000km_3289587415;2023-08-17;3289587415;X0jyrsw
;True;;пр. Солдатских Матерей;;ГАЗ;ГАЗель 3302;2023;252000;1;False;Белый;700000;2460;Бензин;124;4.0;;Пикап;2.5 MT (124 л.с.);2;Механика;Задний;Левый;https://www.avito.ru/anapa/avtomobili/gaz_gazel_3302_2.5_mt_2008_252000km_2716608989;2023-08-25;2716608989;PQbzWHl
;True;;Саратовская область;Саратов;ВАЗ (LADA);Priora;2023;42362;3;False;Чёрный;699999;1596;Бензин;87;4.0;7.0;Седан;1.6 MT (87 л.с.);4;Механика;Передний;Левый;https://www.avito.ru/saratov/avtomobili/vaz_lada_priora_1.6_mt_2016_42362km_3314227139;2023-08-23;3314227139;3ElW2Cx
;True;;Самарская область;Волжский р-н;ВАЗ (LADA);Largus;2023;26000;1;True;Серый;1380000;1598;Бензин;87;4.0;8.2;Универсал;1.6 MT (87 л.с.);5;Механика;Передний;Правый;https://www.avito.ru/stroykeramika/avtomobili/vaz_lada_largus_1.6_mt_2021_26000km_3293737424;2023-08-24;3293737424;Adedkty
;True;;Ставропольский край;Минераловодский г.о.;ВАЗ (LADA);2107;2023;100000;3;False;Белый;90000;1568;Бензин;74;4.0;8.5;Седан;1.6 MT (74 л.с.);4;Механика;Задний;Левый;https://www.avito.ru/mineralnye_vody/avtomobili/vaz_lada_2107_1.6_mt_1994_100000km_3412401760;2023-08-24;3412401760;wP1ymTK
;True;;Свердловская область;Екатеринбург;ВАЗ (LADA);Largus;2023;35500;2;True;Белый;1400000;1598;Бензин;106;4.0;9.0;Фургон;1.6 MT (106 л.с.);5;Механика;Передний;Левый;https://www.avito.ru/ekaterinburg/avtomobili/vaz_lada_largus_1.6_mt_2020_35500km_3211362576;2023-08-26;3211362576;GGyQ5tQ
;True;;Пензенская область;Пенза;УАЗ;Hunter;2023;160000;3;False;Чёрный;357000;2240;Дизель;92;4;12.5;Внедорожник;2.2 MT (92 л.с.);5;Механика;Полный;Левый;https://www.avito.ru/penza/avtomobili/uaz_hunter_2.2_mt_2006_160000km_3279017666;2023-08-17;3279017666;Bdm55UE
;True;;Орловская область;Орловский муниципальный округ;ВАЗ (LADA);21099;2023;200000;4+;False;Зелёный;70000;1499;Бензин;78;4.0;7.4;Седан;1.5 MT (78 л.с.);4;Механика;Передний;Левый;https://www.avito.ru/orel/avtomobili/vaz_lada_21099_1.5_mt_2003_200000km_3497965619;2023-08-22;3497965619;ORewRuG
;True;;Тульская область;Богородицкий р-н;ВАЗ (LADA);Largus Cross;2023;113000;2;True;Серебряный;1170000;1596;Бензин;106;4.0;7.4;Универсал;1.6 MT (106 л.с.);5;Механика;Передний;Левый;https://www.avito.ru/bogoroditsk/avtomobili/vaz_lada_largus_cross_1.6_mt_2018_113000km_3394123054;2023-08-19;3394123054;AdZXzty
;True;;Республика Дагестан;Кизляр;ВАЗ (LADA);2110;2023;386695;3;False;Серебряный;195000;1596;Бензин;81;4.0;7.5;Седан;1.6 MT (81 л.с.);4;Механика;Передний;Левый;https://www.avito.ru/dagestan_kizlyar/avtomobili/vaz_lada_2110_1.6_mt_2005_386695km_2658873589;2023-08-22;2658873589;EdWWPhk
;True;;Волгоградская область;Серафимовичский р-н;ВАЗ (LADA);XRAY;2023;161000;3;True;Коричневый;755000;1774;Бензин;122;4.0;7.1;Хетчбэк;1.8 MT (122 л.с.);5;Механика;Передний;Левый;https://www.avito.ru/serafimovich/avtomobili/vaz_lada_xray_1.8_mt_2017_161000km_3099218904;2023-08-21;3099218904;ORYNXHG
;True;;Свердловская область;Ревда;ВАЗ (LADA);2329;2023;130000;1;True;Зелёный;350000;1690;Бензин;79;4.0;11.9;Пикап;1.7 MT (79 л.с.);2;Механика;Полный;Левый;https://www.avito.ru/sverdlovskaya_oblast_revda/avtomobili/vaz_lada_2329_1.7_mt_2008_130000km_3255344764;2023-08-22;3255344764;x2p5KH2
;True;;Республика Башкортостан;Салаватский р-н;ВАЗ (LADA);2114 Samara;2003;151600;4+;False;Серебряный;100000;1499;Бензин;77;4.0;7.3;Хетчбэк;1.5 MT (77 л.с.);5;Механика;Передний;Левый;https://www.avito.ru/mezhevoy/avtomobili/vaz_lada_2114_samara_1.5_mt_2003_151600km_3192460717;2023-08-29;3192460717;zN8Oxuo
;True;;Смоленская область;Смоленск;ВАЗ (LADA);Kalina;2023;125000;2;True;Серебряный;350000;1596;Бензин;81;4.0;7.8;Седан;1.6 MT (81 л.с.);4;Механика;Передний;Левый;https://www.avito.ru/smolensk/avtomobili/vaz_lada_kalina_1.4_mt_2011_125000km_3097716196;2023-08-28;3097716196;GdQplTQ
;True;;Ставропольский край;Ставрополь;ВАЗ (LADA);Vesta;2023;49000;2;True;Серый;1340000;1596;Бензин;113;4.0;7.1;Седан;1.6 CVT (113 л.с.);4;Вариатор;Передний;Левый;https://www.avito.ru/stavropol/avtomobili/vaz_lada_vesta_1.6_cvt_2020_49000km_3125243620;2023-08-22;3125243620;YVWl2hb
;True;;Курганская область;Шадринск;ВАЗ (LADA);2113 Samara;2023;150000;3;False;Чёрный;127000;1596;Бензин;81;4.0;7.6;Хетчбэк;1.6 MT (81 л.с.);3;Механика;Передний;Левый;https://www.avito.ru/shadrinsk/avtomobili/vaz_lada_2113_samara_1.6_mt_2011_150000km_3289156884;2023-08-19;3289156884;jN9ddue
;True;;Тверская область;Тверь;ВАЗ (LADA);2111;2023;250000;2;False;Серебряный;60000;1499;Бензин;72;4.0;7.7;Универсал;1.5 MT (72 л.с.);5;Механика;Передний;Левый;https://www.avito.ru/tver/avtomobili/vaz_lada_2111_1.5_mt_2001_250000km_3280706994;2023-08-23;3280706994;24z3ViA
;True;;Республика Башкортостан;Салаватский р-н;ГАЗ;ГАЗель 3302;2023;129000;1;False;Белый;845000;2700;Бензин;107;4.0;;Фургон;2.7 MT (107 л.с.);2;Механика;Задний;Левый;https://www.avito.ru/maloyaz/avtomobili/gaz_gazel_3302_2.7_mt_2013_129000km_3175992965;2023-08-17;3175992965;95PnwS3
;True;;Удмуртская Республика;Ижевск;ГАЗ;ГАЗель 3302;2023;222000;2;False;Белый;1600000;2700;Бензин;107;4.0;;Фургон;2.7 MT (107 л.с.);2;Механика;Задний;Левый;https://www.avito.ru/izhevsk/avtomobili/gaz_gazel_3302_2.7_mt_2019_222000km_2557488943;2023-08-22;2557488943;95PnwS3
;True;;Саратовская область;Саратов;ВАЗ (LADA);Priora;2023;115000;3;True;Чёрный;560000;1596;Бензин;98;4.0;7.2;Хетчбэк;1.6 MT (98 л.с.);5;Механика;Передний;Левый;https://www.avito.ru/saratov/avtomobili/vaz_lada_priora_1.6_mt_2008_115000km_3061224750;2023-08-26;3061224750;1boQWip
;False;;Ставропольский край;г.о. Пятигорск;ВАЗ (LADA);Granta;2023;181000;1;True;Чёрный;691000;1596;Бензин;106;4.0;6.5;Седан;1.6 MT (106 л.с.);4;Механика;Передний;Левый;https://www.avito.ru/goryachevodskiy/avtomobili/vaz_lada_granta_1.6_mt_2019_181000km_3264693857;2023-08-07;3264693857;aN8dWsd
;True;;Новгородская область;Новгородский р-н;ВАЗ (LADA);Granta;2023;140000;1;False;Коричневый;420000;1596;Бензин;87;4.0;6.6;Седан;1.6 MT (87 л.с.);4;Механика;Передний;Левый;https://www.avito.ru/velikiy_novgorod/avtomobili/vaz_lada_granta_1.6_mt_2017_140000km_3312510086;2023-08-07;3312510086;806WZuY
;True;;Ростовская область;Шахты;ГАЗ;ГАЗель Next;2023;100000;2;True;Белый;2000000;2690;Бензин;107;;;Фургон;2.7 MT (107 л.с.);2;Механика;Задний;Левый;https://www.avito.ru/shahty/avtomobili/gaz_gazel_next_2.7_mt_2017_100000km_2347930980;2023-08-26;2347930980;1bm15sp
;True;;Липецкая область;Липецк;ВАЗ (LADA);4x4 (Нива);2023;288000;2;False;Белый;335000;1690;Бензин;80;4.0;1.0;Внедорожник;1.7 MT (80 л.с.);3;Механика;Полный;Левый;https://www.avito.ru/lipetsk/avtomobili/vaz_lada_4x4_niva_1.7_mt_2009_288000km_3233575704;2023-08-20;3233575704;X0e3OTw
;True;;Тюменская область;Ханты-Мансийский автономный округ;УАЗ;3909;2023;14000;1;False;Зелёный;1260000;2700;Бензин;112;4.0;13.5;Микроавтобус;2.7 MT (112 л.с.);4;Механика;Полный;Левый;https://www.avito.ru/nyagan/avtomobili/uaz_3909_2.7_mt_2020_14000km_2520975789;2023-08-21;2520975789;K8G9QUk
;True;;Новосибирская область;Новосибирск;УАЗ;Patriot;2023;14205;1;True;Чёрный;2150000;2693;Бензин;150;4.0;0.0;Внедорожник;2.7 AT (150 л.с.);5;Автомат;Полный;Левый;https://www.avito.ru/novosibirsk/avtomobili/uaz_patriot_2.7_at_2021_14205km_3208189884;2023-08-25;3208189884;PQ2WXUl
;True;;Костромская область;Кострома;ВАЗ (LADA);Kalina;2023;131300;4+;False;Красный;185000;1596;Бензин;81;4.0;7.8;Седан;1.6 MT (81 л.с.);4;Механика;Передний;Левый;https://www.avito.ru/kostroma/avtomobili/vaz_lada_kalina_1.6_mt_2006_131300km_3297055984;2023-08-20;3297055984;Gd24jTQ
;True;;Тула;посёлок Мясново;ВАЗ (LADA);Priora;2023;200000;4+;True;Белый;390000;1596;Бензин;98;4.0;7.2;Хетчбэк;1.6 MT (98 л.с.);5;Механика;Передний;Левый;https://www.avito.ru/tula/avtomobili/vaz_lada_priora_1.6_mt_2013_200000km_2513061284;2023-08-21;2513061284;3BQ9Ofx
;True;;Краснодарский край;Курганинский р-н;ВАЗ (LADA);4x4 (Нива);2021;57000;1;True;Чёрный;950000;1690;Бензин;83;4.0;9.9;Внедорожник;1.7 MT (83 л.с.);3;Механика;Полный;Левый;https://www.avito.ru/kurganinsk/avtomobili/vaz_lada_4x4_niva_1.7_mt_2021_57000km_2462122572;2023-08-29;2462122572;MEoKvCE
;True;;Волгоград;улица Дегтярёва;ВАЗ (LADA);Granta;2023;230000;3;False;Чёрный;356000;1596;Бензин;87;4.0;7.0;Лифтбек;1.6 MT (87 л.с.);5;Механика;Передний;Левый;https://www.avito.ru/volgograd/avtomobili/vaz_lada_granta_1.6_mt_2014_230000km_2753838780;2023-08-20;2753838780;EmM7ACk
;True;;Волгоград;улица Дегтярёва;ВАЗ (LADA);Granta;2023;230000;3;False;Чёрный;356000;1596;Бензин;87;4.0;7.0;Лифтбек;1.6 MT (87 л.с.);5;Механика;Передний;Левый;https://www.avito.ru/volgograd/avtomobili/vaz_lada_granta_1.6_mt_2014_230000km_2753838780;2023-08-20;2753838780;EmM7ACk
;True;;Краснодарский край;Курганинский р-н;ВАЗ (LADA);4x4 (Нива);2021;57000;1;True;Чёрный;950000;1690;Бензин;83;4.0;9.9;Внедорожник;1.7 MT (83 л.с.);3;Механика;Полный;Левый;https://www.avito.ru/kurganinsk/avtomobili/vaz_lada_4x4_niva_1.7_mt_2021_57000km_2462122572;2023-08-29;2462122572;MEoKvCE
;True;;Тульская область;Тула;ГАЗ;ГАЗель 3302;2023;19000;3;False;Зелёный;385000;2287;Бензин;110;4.0;;Фургон;2.3 MT (110 л.с.);2;Механика;Задний;Левый;https://www.avito.ru/tula/avtomobili/gaz_gazel_3302_2.3_mt_1999_19000km_3193085946;2023-08-24;3193085946;63emGTw
;True;;Краснодарский край;Новороссийск;ГАЗ;ГАЗель 33023;2023;50000;2;False;Синий;380000;2445;Бензин;100;4.0;;Пикап;2.4 MT (100 л.с.);2;Механика;Задний;Левый;https://www.avito.ru/novorossiysk/avtomobili/gaz_gazel_33023_2.4_mt_1996_50000km_2180881539;2023-08-22;2180881539;X0xmjTw
;True;;Свердловская область;Слободо-Туринский р-н;ВАЗ (LADA);2112;2023;230000;2;False;Чёрный;250000;1597;Бензин;90;4.0;7.7;Хетчбэк;1.6 MT (90 л.с.);3;Механика;Передний;Левый;https://www.avito.ru/turinskaya_sloboda/avtomobili/vaz_lada_2112_1.6_mt_2008_230000km_3115475601;2023-08-19;3115475601;p2vlKi4
;True;;Московская область;г.о. Ступино;УАЗ;3962;2023;228000;3;False;Жёлтый;249000;2900;Бензин;107;4.0;15.5;Микроавтобус;2.9 MT (107 л.с.);4;Механика;Полный;Левый;https://www.avito.ru/mescherino/avtomobili/uaz_3962_2.9_mt_2006_228000km_3328958316;2023-08-22;3328958316;x2Z35H2
;True;;Краснодарский край;Краснодар;ВАЗ (LADA);4x4 (Нива);2023;86000;2;False;Синий;595000;1774;Бензин;83;4.0;9.9;Внедорожник;1.7 MT (83 л.с.);5;Механика;Полный;Левый;https://www.avito.ru/krasnodar/avtomobili/vaz_lada_4x4_niva_1.7_mt_2015_86000km_3340633659;2023-08-25;3340633659;Qbzz3in
;True;;Брянская область;Брянск;ГАЗ;ГАЗель 3302;2023;568000;4+;False;Белый;420000;2445;Бензин;140;4.0;;Фургон;2.4 MT (140 л.с.);2;Механика;Задний;Левый;https://www.avito.ru/bryansk/avtomobili/gaz_gazel_3302_2.4_mt_2006_568000km_3190822940;2023-08-19;3190822940;5ZKE4Sx
;True;;Саратовская область;Энгельсский р-н;ВАЗ (LADA);Priora;2023;108000;3;False;Бордовый;539000;1596;Бензин;98;4.0;7.2;Седан;1.6 MT (98 л.с.);4;Механика;Передний;Левый;https://www.avito.ru/engels/avtomobili/vaz_lada_priora_1.6_mt_2014_108000km_3162401848;2023-08-24;3162401848;yP3MRsw
;True;;Саратовская область;Саратов;ВАЗ (LADA);4x4 (Нива);2023;78000;1;True;Серый;715000;1690;Бензин;83;4.0;1.0;Внедорожник;1.7 4WD MT (83 л.с.);3;Механика;Полный;Левый;https://www.avito.ru/saratov/avtomobili/vaz_lada_4x4_niva_1.7_mt_2017_78000km_3191304486;2023-08-25;3191304486;5Z2XJCx
;True;;Московская область;Балашиха;ВАЗ (LADA);2107;2023;36000;1;False;Коричневый;380000;1452;Бензин;72;4.0;8.5;Седан;1.5 MT (72 л.с.);4;Механика;Задний;Левый;https://www.avito.ru/balashiha/avtomobili/vaz_lada_2107_1.5_mt_2007_36000km_3184633151;2023-08-27;3184633151;yPdbwsw
;True;;Ростовская область;Шахты;УАЗ;Patriot;2023;116275;3;True;Чёрный;400000;2693;Бензин;128;4.0;13.2;Внедорожник;2.7 MT (128 л.с.);5;Механика;Полный;Левый;https://www.avito.ru/shahty/avtomobili/uaz_patriot_2.7_mt_2011_116275km_3163125797;2023-08-21;3163125797;X0PPriw
;True;;Белгородская область;Ракитянский р-н;ВАЗ (LADA);2111;2023;228265;4+;True;Серый;270000;1597;Бензин;89;4.0;7.5;Универсал;1.6 MT (89 л.с.);5;Механика;Передний;Левый;https://www.avito.ru/belgorodskaya_oblast_proletarskiy/avtomobili/vaz_lada_2111_1.6_mt_2012_228265km_3225447113;2023-08-20;3225447113;R0VN4SE
;True;;Ростовская область;Таганрог;ВАЗ (LADA);2110;2023;30000;4+;False;Зелёный;250000;1596;Бензин;89;4.0;7.7;Седан;1.6 MT (89 л.с.);4;Механика;Передний;Левый;https://www.avito.ru/taganrog/avtomobili/vaz_lada_2110_1.6_mt_2005_30000km_3319810239;2023-08-02;3319810239;1bAonfp
;True;;Краснодарский край;муниципальное образование Анапа;УАЗ;Patriot;2023;151000;3;True;Чёрный;1200000;2693;Бензин;135;4.0;;Внедорожник;2.7 MT (135 л.с.);5;Механика;Полный;Левый;https://www.avito.ru/anapskaya/avtomobili/uaz_patriot_2.7_mt_2018_151000km_2611979658;2023-08-16;2611979658;5ZdnrHx
;True;;Краснодарский край;Сочи;ВАЗ (LADA);4x4 (Нива);2023;22000;2;True;Чёрный;1300000;1690;Бензин;83;4.0;9.9;Внедорожник;1.7 MT (83 л.с.);3;Механика;Полный;Левый;https://www.avito.ru/sochi/avtomobili/vaz_lada_4x4_niva_1.7_mt_2021_22000km_2811546244;2023-08-18;2811546244;MEoKvCE
;True;;Свердловская область;Берёзовский г.о.;ГАЗ;ГАЗель 33023;2023;120000;3;False;Белый;1900000;2890;Бензин;107;4.0;;Фургон;2.9 MT (107 л.с.);2;Механика;Задний;Левый;https://www.avito.ru/sverdlovskaya_oblast_berezovskiy/avtomobili/gaz_gazel_33023_2.9_mt_2011_120000km_3328972890;2023-08-23;3328972890;zNv5yto
;True;;Краснодарский край;Ейский р-н;ВАЗ (LADA);4x4 (Нива);2023;7000;4+;False;Белый;270000;1690;Бензин;79;4.0;10.5;Внедорожник;1.7 MT (79 л.с.);3;Механика;Полный;Левый;https://www.avito.ru/eysk/avtomobili/vaz_lada_4x4_niva_1.7_mt_1998_7000km_2949793254;2023-08-25;2949793254;EdRvASk
;True;;Республика Дагестан;Дербентский р-н;ГАЗ;ГАЗель Next;2023;40000;2;False;Голубой;1550000;2690;Бензин;107;;;Фургон;2.7 MT (107 л.с.);2;Механика;Задний;Левый;https://www.avito.ru/dagestan_belidzhi_x/avtomobili/gaz_gazel_next_2.7_mt_2017_40000km_2136911834;2023-08-17;2136911834;1bm15sp
;True;;Калужская область;Бабынинский р-н;ГАЗ;ГАЗель 3302;2023;136480;4+;False;Серебряный;750000;2890;Бензин;107;4.0;;Фургон;2.9 MT (107 л.с.);2;Механика;Задний;Левый;https://www.avito.ru/vorotynsk/avtomobili/gaz_gazel_3302_2.9_mt_2012_136480km_3261293555;2023-08-13;3261293555;eNA0vfp
;True;;Московская область;Орехово-Зуевский г.о.;ГАЗ;ГАЗель 2705;2023;196000;4+;False;Красный;200000;2445;Бензин;140;;1.0;Фургон;2.4 MT (140 л.с.);5;Механика;Задний;Левый;https://www.avito.ru/likino-dulevo/avtomobili/gaz_gazel_2705_2.4_mt_2004_196000km_3290237382;2023-08-20;3290237382;bN80xSB
;True;;Чувашская Республика;Чебоксары;ВАЗ (LADA);4x4 (Нива);2023;121408;3;False;Зелёный;220000;1690;Бензин;79;4.0;10.5;Внедорожник;1.7 MT (79 л.с.);3;Механика;Полный;Левый;https://www.avito.ru/cheboksary/avtomobili/vaz_lada_4x4_niva_1.7_mt_1998_121408km_3287497624;2023-08-23;3287497624;EdRvASk
;True;;Нижегородская область;Дзержинск;ВАЗ (LADA);4x4 (Нива);2023;142000;2;False;Зелёный;450000;1690;Бензин;80;4.0;1.0;Внедорожник;1.7 MT (80 л.с.);3;Механика;Полный;Левый;https://www.avito.ru/dzerzhinsk/avtomobili/vaz_lada_4x4_niva_1.7_mt_2011_142000km_3404307245;2023-08-23;3404307245;X0e3OTw
;True;;Краснодарский край;Краснодар;ВАЗ (LADA);2106;2023;74500;4+;False;Белый;145000;1569;Бензин;74;4.0;10.1;Седан;1.6 MT (74 л.с.);4;Механика;Задний;Левый;https://www.avito.ru/krasnodar/avtomobili/vaz_lada_2106_1.6_mt_2004_74500km_3344462011;2023-08-14;3344462011;EdG31Sk
;True;;Республика Дагестан;Кизляр;ВАЗ (LADA);Granta;2023;110000;4+;False;Белый;495000;1596;Бензин;87;4.0;6.6;Седан;1.6 MT (87 л.с.);4;Механика;Передний;Левый;https://www.avito.ru/dagestan_kizlyar/avtomobili/vaz_lada_granta_1.6_mt_2014_110000km_2311450784;2023-08-25;2311450784;806WZuY
;True;;Курская область;Обоянский р-н;ГАЗ;ГАЗель 2705;2023;140000;1;False;Синий;520000;2445;Бензин;150;;;Фургон;2.4 MT (150 л.с.);4;Механика;Задний;Левый;https://www.avito.ru/oboyan/avtomobili/gaz_gazel_2705_2.4_mt_2004_140000km_234432748;2023-08-07;234432748;V3RN2fv
;True;;Московская область;Домодедово;ВАЗ (LADA);Granta;2023;234000;3;False;Белый;390000;1596;Бензин;87;4.0;6.6;Седан;1.6 MT (87 л.с.);4;Механика;Передний;Левый;https://www.avito.ru/domodedovo/avtomobili/vaz_lada_granta_1.6_mt_2017_234000km_2307891009;2023-08-28;2307891009;806WZuY
;True;;Санкт-Петербург;Ленинский пр-т;УАЗ;2206;2023;100000;2;False;Зелёный;700000;2700;Бензин;112;4.0;13.5;Микроавтобус;2.7 MT (112 л.с.);4;Механика;Полный;Левый;https://www.avito.ru/sankt-peterburg/avtomobili/uaz_2206_2.7_mt_2012_100000km_3210991079;2023-08-22;3210991079;p29yKI4
;True;;Санкт-Петербург;Ленинский пр-т;УАЗ;2206;2023;100000;2;False;Зелёный;700000;2700;Бензин;112;4.0;13.5;Микроавтобус;2.7 MT (112 л.с.);4;Механика;Полный;Левый;https://www.avito.ru/sankt-peterburg/avtomobili/uaz_2206_2.7_mt_2012_100000km_3210991079;2023-08-22;3210991079;p29yKI4
;True;;Ростовская область;Ростов-на-Дону;ВАЗ (LADA);2105;2023;95000;3;False;Белый;150000;1569;Бензин;73;4.0;8.5;Седан;1.6 MT (73 л.с.);4;Механика;Задний;Левый;https://www.avito.ru/rostov-na-donu/avtomobili/vaz_lada_2105_1.6_mt_2008_95000km_2929499813;2023-08-24;2929499813;Qbx6QIn
;True;;Свердловская область;Нижнесергинский р-н;ВАЗ (LADA);2107;2023;73000;2;False;Бордовый;87000;1452;Бензин;72;4.0;8.5;Седан;1.5 MT (72 л.с.);4;Механика;Задний;Левый;https://www.avito.ru/druzhinino/avtomobili/vaz_lada_2107_1.5_mt_2004_73000km_3329690842;2023-08-23;3329690842;yPdbwsw
;True;;Владимирская область;Владимир;ВАЗ (LADA);4x4 (Нива);2023;23329;1;True;Коричневый;1100000;1690;Бензин;83;4.0;9.9;Внедорожник;1.7 MT (83 л.с.);3;Механика;Полный;Левый;https://www.avito.ru/vladimir/avtomobili/vaz_lada_4x4_niva_1.7_mt_2020_23329km_3506176370;2023-08-27;3506176370;MEoKvCE
;True;;Краснодарский край;Темрюкский район;УАЗ;3159;2023;150000;4+;False;Синий;245000;2700;Бензин;133;4.0;15.5;Внедорожник;2.7 MT (133 л.с.);5;Механика;Полный;Левый;https://www.avito.ru/korzhevskiy/avtomobili/uaz_3159_2.7_mt_2000_150000km_2533236090;2023-08-25;2533236090;jNZ61ce
