vin;is_owner;is_promo;region;city;brand;model;year;mileage;count_owners;air_condition;color;price;en_capacity;en_type;en_power;num_cylinders;fuel_waste_mix;body_type;modification;num_doors;gearbox_type;wheel_drive;steering_wheel;link;ad_date;avito_id;model_uid
;True;;Ленинградская область;Лужский р-н;ВАЗ (LADA);4x4 (Нива);2023;100600;1;False;Синий;400000;1774;Бензин;83;4.0;9.9;Внедорожник;1.7 MT (83 л.с.);3;Механика;Полный;Левый;https://www.avito.ru/luga/avtomobili/vaz_lada_4x4_niva_1.7_mt_2012_100600km_3144000857;2023-07-27;3144000857;EdzddSk
;True;;Санкт-Петербург;2 линия;ВАЗ (LADA);Granta;2023;45500;1;True;Белый;895000;1596;Бензин;106;4.0;6.5;Седан;1.6 MT (106 л.с.);4;Механика;Передний;Левый;https://www.avito.ru/sankt-peterburg/avtomobili/vaz_lada_granta_1.6_mt_2021_45500km_3379909703;2023-08-12;3379909703;aN8dWsd
;True;;Санкт-Петербург;ул. Доблести;ВАЗ (LADA);Granta;2023;88811;1;True;Серый;650000;1596;Бензин;87;4.0;6.8;Хетчбэк;1.6 MT (87 л.с.);5;Механика;Передний;Левый;https://www.avito.ru/sankt-peterburg/avtomobili/vaz_lada_granta_1.6_mt_2019_88811km_3126557101;2023-08-10;3126557101;mbKR3fG
;True;;Ленинградская область;Всеволожский р-н;ГАЗ;ГАЗель Next;2023;294000;3;False;Белый;1300000;2800;Дизель;150;;;Фургон;2.8 D MT (150 л.с.);2;Механика;Задний;Левый;https://www.avito.ru/sankt-peterburg/avtomobili/gaz_gazel_next_2.8_mt_2017_294000km_3506549566;2023-08-13;3506549566;GdOQXiQ
;True;;Санкт-Петербург;улица Белы Куна;ГАЗ;Соболь 2752;2016;32000;1;True;Бордовый;995000;2700;Бензин;107;;;Фургон;2.7 MT (107 л.с.);4;Механика;Задний;Левый;https://www.avito.ru/sankt-peterburg/avtomobili/gaz_sobol_2752_2.7_mt_2016_32000km_2457013338;2023-08-15;2457013338;ZRPentM
;True;;Санкт-Петербург;Цветочная ул.;ГАЗ;ГАЗель Next;2023;165979;1;False;Белый;1700000;1968;Дизель;136;;;Фургон;2.0 D MT (136 л.с.);2;Механика;Задний;Левый;https://www.avito.ru/sankt-peterburg/avtomobili/gaz_gazel_next_2.0_mt_2019_165979km_3224485877;2023-08-11;3224485877;wPZAlsK
;True;;Санкт-Петербург;Богатырский пр-т;ГАЗ;Соболь 2752;2023;49500;3;False;Серый;1090000;2890;Бензин;107;;;Фургон;2.9 4WD MT (107 л.с.);4;Механика;Полный;Левый;https://www.avito.ru/sankt-peterburg/avtomobili/gaz_sobol_2752_2.9_mt_2016_49500km_3283561012;2023-08-07;3283561012;7OjbxTr
;True;;Ленинградская область;Ломоносовский р-н;ГАЗ;ГАЗель 3302;2023;255309;4+;False;Белый;600000;2700;Бензин;107;4.0;;Фургон;2.7 MT (107 л.с.);2;Механика;Задний;Левый;https://www.avito.ru/sankt-peterburg/avtomobili/gaz_gazel_3302_2.7_mt_2012_255309km_3323158436;2023-08-12;3323158436;95PnwS3
;True;;Санкт-Петербург;Новоколомяжский пр-т;ВАЗ (LADA);2111;2023;151307;4+;False;Серый;160000;1597;Бензин;89;4.0;7.5;Универсал;1.6 MT (89 л.с.);5;Механика;Передний;Левый;https://www.avito.ru/sankt-peterburg/avtomobili/vaz_lada_2111_1.6_mt_2008_151307km_3029191884;2023-08-14;3029191884;R0VN4SE
;True;;Санкт-Петербург;Кировский район;ВИС;2347;2023;190000;3;False;Бордовый;272000;1596;Бензин;82;;9.8;Фургон;1.6 MT (82 л.с.);2;Механика;Передний;Левый;https://www.avito.ru/sankt-peterburg/avtomobili/vis_2347_1.6_mt_2011_190000km_3379971676;2023-08-10;3379971676;X0bXBIw
;True;;Санкт-Петербург;ул. Щербакова;ВАЗ (LADA);2121 (4x4) Фора;2023;237695;4+;False;Зелёный;210000;1690;Бензин;80;4;11.5;Внедорожник;1.7 MT (80 л.с.);3;Механика;Полный;Левый;https://www.avito.ru/sankt-peterburg/avtomobili/vaz_lada_2121_4x4_fora_1.7_mt_2002_237695km_3240805319;2023-08-14;3240805319;bNPy4cB
;True;;Санкт-Петербург;ул. Лёни Голикова;ВАЗ (LADA);2105;2023;36000;4+;False;Синий;145000;1452;Бензин;71;4.0;10.1;Седан;1.5 MT (71 л.с.);4;Механика;Задний;Левый;https://www.avito.ru/sankt-peterburg/avtomobili/vaz_lada_2105_1.5_mt_2006_36000km_2770313703;2023-08-09;2770313703;XGYBzFw
;True;;Санкт-Петербург;Красносельский район;ВАЗ (LADA);2106;2023;120000;3;False;Коричневый;150000;1293;Бензин;69;4.0;8.4;Седан;1.3 MT (69 л.с.);4;Механика;Задний;Левый;https://www.avito.ru/sankt-peterburg/avtomobili/vaz_lada_2106_1.3_mt_1989_120000km_3323466057;2023-08-08;3323466057;0QAK8cx
;True;;Санкт-Петербург;пр-т Большевиков;ВАЗ (LADA);2108;2023;80000;2;False;Красный;250000;1499;Бензин;70;4.0;7.7;Хетчбэк;1.5 MT (70 л.с.);3;Механика;Передний;Левый;https://www.avito.ru/sankt-peterburg/avtomobili/vaz_lada_2108_1.5_mt_1997_80000km_2570722904;2023-08-13;2570722904;o26GNUx
;True;;Санкт-Петербург;Суздальское ш.;ВАЗ (LADA);Kalina;2006;178000;4+;False;Красный;99999;1596;Бензин;81;4.0;7.8;Седан;1.6 MT (81 л.с.);4;Механика;Передний;Левый;https://www.avito.ru/sankt-peterburg/avtomobili/vaz_lada_kalina_1.6_mt_2006_178000km_3078951992;2023-08-15;3078951992;Gd24jTQ
;True;;Санкт-Петербург;ул. Дыбенко;ВАЗ (LADA);Largus;2016;214000;4+;True;Белый;750000;1598;Бензин;87;4.0;8.2;Фургон;1.6 MT (87 л.с.);5;Механика;Передний;Левый;https://www.avito.ru/sankt-peterburg/avtomobili/vaz_lada_largus_1.6_mt_2016_214000km_3316244411;2023-08-15;3316244411;EdJxntk
;True;;Санкт-Петербург;Петродворцовый р-н;УАЗ;31514;2023;100000;2;False;Серый;550000;2890;Бензин;98;4.0;1.0;Внедорожник;2.9 MT (98 л.с.);5;Механика;Полный;Левый;https://www.avito.ru/sankt-peterburg_peterhof/avtomobili/uaz_31514_2.9_mt_1996_100000km_2230107583;2023-08-13;2230107583;WOy12Cm
;True;;Санкт-Петербург;Московский пр-т;ВАЗ (LADA);2108;2023;80000;1;False;Красный;380000;1300;Бензин;64;4.0;6.8;Хетчбэк;1.3 MT (64 л.с.);3;Механика;Передний;Левый;https://www.avito.ru/sankt-peterburg/avtomobili/vaz_lada_2108_1.3_mt_1988_80000km_3179404141;2023-08-06;3179404141;wPQ9AFK
;True;;Санкт-Петербург;пр-т Культуры;ГАЗ;ГАЗель 3302;2023;300000;4+;False;Белый;750000;2445;Бензин;140;4.0;;Фургон;2.4 MT (140 л.с.);2;Механика;Задний;Левый;https://www.avito.ru/sankt-peterburg/avtomobili/gaz_gazel_3302_2.4_mt_2004_300000km_3013890572;2023-08-11;3013890572;5ZKE4Sx
;True;;Санкт-Петербург;ул. Руднева;ВАЗ (LADA);2115 Samara;2023;73816;4+;False;Белый;250000;1596;Бензин;81;4.0;7.6;Седан;1.6 MT (81 л.с.);4;Механика;Передний;Левый;https://www.avito.ru/sankt-peterburg/avtomobili/vaz_lada_2115_samara_1.6_mt_2010_73816km_3216717812;2023-08-06;3216717812;bN4lGhB
;True;;Санкт-Петербург;Южное ш.;ВАЗ (LADA);Largus;2023;49500;2;True;Чёрный;1250000;1598;Бензин;106;4.0;7.9;Универсал;1.6 MT (106 л.с.);5;Механика;Передний;Левый;https://www.avito.ru/sankt-peterburg/avtomobili/vaz_lada_largus_1.6_mt_2020_49500km_3227906708;2023-08-09;3227906708;MdYl6FE
;True;;Санкт-Петербург;ул. Одоевского;ВАЗ (LADA);Granta;2023;65600;4+;True;Коричневый;790000;1596;Бензин;106;4.0;6.7;Седан;1.6 MT (106 л.с.);4;Механика;Передний;Левый;https://www.avito.ru/sankt-peterburg/avtomobili/vaz_lada_granta_1.6_mt_2017_65600km_3372324939;2023-08-10;3372324939;3EGQOIx
;True;;Санкт-Петербург;территория Весёлый Посёлок;УАЗ;Patriot;2023;260000;4+;False;Серый;315000;2693;Бензин;128;4.0;13.2;Внедорожник;2.7 MT (128 л.с.);5;Механика;Полный;Левый;https://www.avito.ru/sankt-peterburg/avtomobili/uaz_patriot_2.7_mt_2007_260000km_2913746932;2023-08-08;2913746932;X0PPriw
;True;;Санкт-Петербург;Малая Карпатская ул.;ВАЗ (LADA);Vesta;2023;20000;1;True;Белый;1750000;1596;Бензин;113;4.0;7.1;Универсал;1.6 CVT (113 л.с.);5;Вариатор;Передний;Левый;https://www.avito.ru/sankt-peterburg/avtomobili/vaz_lada_vesta_1.6_cvt_2022_20000km_2934335125;2023-08-12;2934335125;yPlW3sw
;True;;Республика Карелия;Олонецкий р-н;ВАЗ (LADA);2105;2023;30000;2;False;Бордовый;145000;1450;Бензин;75;4;10.1;Седан;1.5 MT (75 л.с.);4;Механика;Задний;Левый;https://www.avito.ru/olonets/avtomobili/vaz_lada_2105_1.5_mt_1987_30000km_3259559611;2023-07-27;3259559611;oEJmvux
;True;;Санкт-Петербург;пр-т Авиаконструкторов;ГАЗ;3110 Волга;2023;344000;2;False;Серебряный;150000;2134;Дизель;95;4;;Седан;2.1d MT (95 л.с.);4;Механика;Задний;Левый;https://www.avito.ru/sankt-peterburg/avtomobili/gaz_3110_volga_2.1_mt_2002_344000km_3433692364;2023-08-05;3433692364;kNdrWUM
;True;;Санкт-Петербург;ул. Пионерстроя;ВАЗ (LADA);Vesta;2023;119000;2;True;Серый;1060000;1596;Бензин;106;4.0;7.5;Универсал;1.6 MT (106 л.с.);5;Механика;Передний;Левый;https://www.avito.ru/sankt-peterburg/avtomobili/vaz_lada_vesta_1.6_mt_2018_119000km_3017668004;2023-07-21;3017668004;pw7rBf4
;True;;Республика Карелия;Сортавальский р-н;УАЗ;Hunter;2023;172000;3;False;Серый;350000;2445;Дизель;86;4;;Внедорожник;2.4 D MT (86 л.с.);5;Механика;Полный;Левый;https://www.avito.ru/sortavala/avtomobili/uaz_hunter_2.4_mt_2005_172000km_3229711090;2023-07-30;3229711090;5ZR8Bcx
;False;;Санкт-Петербург;Софийская ул.;ГАЗ;ГАЗель Next;2023;115500;1;False;Белый;1350000;2800;Дизель;150;;;Фургон;2.8 D MT (150 л.с.);2;Механика;Задний;Левый;https://www.avito.ru/sankt-peterburg/avtomobili/gaz_gazel_next_2.8_mt_2017_115500km_3125098347;2023-07-18;3125098347;GdOQXiQ
;True;;Санкт-Петербург;ул. Кибальчича;ГАЗ;ГАЗель 3302;2023;187000;2;False;Синий;400000;2890;Бензин;107;4.0;;Фургон;2.9 MT (107 л.с.);2;Механика;Задний;Левый;https://www.avito.ru/sankt-peterburg/avtomobili/gaz_gazel_3302_2.9_mt_2011_187000km_3160123591;2023-07-20;3160123591;eNA0vfp
;False;;Санкт-Петербург;пос. Парголово;ГАЗ;69;2023;60000;1;False;Зелёный;5555555;2112;Бензин;55;4.0;1.0;Внедорожник;2.1 4WD MT (55 л.с.);3;Механика;Полный;Левый;https://www.avito.ru/sankt-peterburg/avtomobili/gaz_69_2.1_mt_1966_60000km_3100416364;2023-07-26;3100416364;kN669sM
;True;;Санкт-Петербург;1 линия;ВАЗ (LADA);Priora;2023;257000;3;False;Чёрный;210000;1596;Бензин;98;4.0;7.2;Универсал;1.6 MT (98 л.с.);5;Механика;Передний;Левый;https://www.avito.ru/sankt-peterburg/avtomobili/vaz_lada_priora_1.6_mt_2010_257000km_2779583977;2023-07-27;2779583977;ek1EvSp
;True;;Санкт-Петербург;Пушкинская ул.;ВАЗ (LADA);2111;2023;129266;3;False;Серый;88000;1499;Бензин;72;4.0;7.7;Универсал;1.5 MT (72 л.с.);5;Механика;Передний;Левый;https://www.avito.ru/sankt-peterburg/avtomobili/vaz_lada_2111_1.5_mt_2001_129266km_3320241623;2023-08-07;3320241623;24z3ViA
;True;;Санкт-Петербург;Яковлевский пер.;ВАЗ (LADA);Largus;2023;300000;3;True;Белый;480000;1598;Бензин;102;4;7.9;Фургон;1.6 MT (102 л.с.);5;Механика;Передний;Левый;https://www.avito.ru/sankt-peterburg/avtomobili/vaz_lada_largus_1.6_mt_2016_300000km_3117010105;2023-07-24;3117010105;MdjAQFE
;False;;Санкт-Петербург;Павлинская ул.;ВАЗ (LADA);Priora;2023;167000;4+;False;Белый;240000;1596;Бензин;98;4.0;7.2;Хетчбэк;1.6 MT (98 л.с.);5;Механика;Передний;Левый;https://www.avito.ru/sankt-peterburg/avtomobili/vaz_lada_priora_1.6_mt_2010_167000km_3247565020;2023-08-05;3247565020;1boQWip
;True;;Санкт-Петербург;Пушкинский р-н;ГАЗ;ГАЗель 3302;2023;95000;3;False;Белый;350000;2445;Бензин;140;4.0;;Фургон;2.4 MT (140 л.с.);2;Механика;Задний;Левый;https://www.avito.ru/sankt-peterburg/avtomobili/gaz_gazel_3302_2.4_mt_2005_95000km_3126541369;2023-08-03;3126541369;5ZKE4Sx
;False;;Самарская область;Самара;ВАЗ (LADA);Largus;2017;147100;2;True;Белый;689000;1598;Бензин;87;4.0;8.2;Универсал;1.6 MT (87 л.с.);5;Механика;Передний;Левый;https://www.avito.ru/samara/avtomobili/vaz_lada_largus_1.6_mt_2017_147100km_3247658525;2023-08-15;3247658525;Adedkty
;False;;Самарская область;Самара;ВАЗ (LADA);Granta;2013;167900;3;True;Чёрный;520000;1596;Бензин;98;4.0;7.6;Седан;1.6 AT (98 л.с.);4;Автомат;Передний;Левый;https://www.avito.ru/samara/avtomobili/vaz_lada_granta_1.6_at_2013_167900km_3215501157;2023-08-15;3215501157;ORed0tG
;False;;Самарская область;Самара;ВАЗ (LADA);Vesta;2023;115000;3;False;Белый;780000;1596;Бензин;106;4.0;7.5;Седан;1.6 MT (106 л.с.);4;Механика;Передний;Левый;https://www.avito.ru/samara/avtomobili/vaz_lada_vesta_1.6_mt_2016_115000km_3325074452;2023-08-14;3325074452;R4wdjCE
;True;;Самарская область;Самара;ВАЗ (LADA);Vesta;2021;28000;2;True;Серый;1550000;1596;Бензин;113;4.0;7.1;Седан;1.6 CVT (113 л.с.);4;Вариатор;Передний;Левый;https://www.avito.ru/samara/avtomobili/vaz_lada_vesta_1.6_cvt_2021_28000km_3081308596;2023-08-15;3081308596;YVWl2hb
;False;;Самарская область;Тольятти;ГАЗ;ГАЗель Next;2021;44838;1;False;Белый;2620000;2800;Дизель;150;;;Фургон;2.8 D MT (150 л.с.);4;Механика;Задний;Левый;https://www.avito.ru/tolyatti/avtomobili/gaz_gazel_next_2.8_mt_2021_44838km_3205926742;2023-08-15;3205926742;8RpZaHY
;True;;Самарская область;г.о. Самара;ВАЗ (LADA);2110;2004;168000;4+;False;Серебряный;100000;1499;Бензин;79;4.0;7.2;Седан;1.5 MT (79 л.с.);4;Механика;Передний;Левый;https://www.avito.ru/samara/avtomobili/vaz_lada_2110_1.5_mt_2004_168000km_3264340232;2023-08-15;3264340232;ZkeVBTM
;False;;Самарская область;Самара;ВАЗ (LADA);Granta;2017;63000;2;True;Коричневый;640000;1596;Бензин;87;4.0;6.6;Седан;1.6 MT (87 л.с.);4;Механика;Передний;Левый;https://www.avito.ru/samara/avtomobili/vaz_lada_granta_1.6_mt_2017_63000km_3320074872;2023-08-15;3320074872;806WZuY
;False;;Самарская область;Самара;ВАЗ (LADA);2114 Samara;2008;147352;3;False;Чёрный;159000;1596;Бензин;81;4.0;7.6;Хетчбэк;1.6 MT (81 л.с.);5;Механика;Передний;Левый;https://www.avito.ru/samara/avtomobili/vaz_lada_2114_samara_1.6_mt_2008_147352km_3147487761;2023-08-15;3147487761;Bd7AMUE
;True;;Самарская область;Самара;ВАЗ (LADA);Vesta;2023;71600;3;True;Белый;780000;1596;Бензин;106;4.0;6.6;Седан;1.6 AMT (106 л.с.);4;Робот;Передний;Левый;https://www.avito.ru/samara/avtomobili/vaz_lada_vesta_1.6_amt_2016_71600km_2279106058;2023-08-14;2279106058;7anZxsr
;False;;Самарская область;Самара;ВАЗ (LADA);Granta;2013;106000;4+;True;Чёрный;525000;1596;Бензин;98;4.0;7.6;Седан;1.6 AT (98 л.с.);4;Автомат;Передний;Левый;https://www.avito.ru/samara/avtomobili/vaz_lada_granta_1.6_at_2013_106000km_3176141383;2023-08-15;3176141383;ORed0tG
;False;;Самарская область;Красноярский р-н;ВАЗ (LADA);Granta;2023;11500;1;False;Белый;790000;1596;Бензин;90;4.0;6.8;Седан;1.6 MT (90 л.с.);4;Механика;Передний;Левый;https://www.avito.ru/novyy_buyan/avtomobili/vaz_lada_granta_1.6_mt_2023_11500km_3288703362;2023-08-15;3288703362;Y5zp1Ib
;True;;Самарская область;Отрадный;ВАЗ (LADA);Kalina;2023;137000;3;True;Серебряный;295000;1390;Бензин;89;4.0;7.0;Хетчбэк;1.4 MT (89 л.с.);5;Механика;Передний;Левый;https://www.avito.ru/otradnyy/avtomobili/vaz_lada_kalina_1.4_mt_2010_137000km_3344170088;2023-08-14;3344170088;vkeQAUb
;True;;Самарская область;Волжский р-н;ВАЗ (LADA);Granta;2022;60000;1;True;Синий;805000;1596;Бензин;90;4.0;6.8;Седан;1.6 MT (90 л.с.);4;Механика;Передний;Левый;https://www.avito.ru/petra_dubrava/avtomobili/vaz_lada_granta_1.6_mt_2022_60000km_3325463578;2023-08-15;3325463578;Y5zp1Ib
;True;;Самарская область;Борский р-н;ВАЗ (LADA);Priora;2010;167346;4+;False;Серебряный;295000;1596;Бензин;98;4.0;7.2;Хетчбэк;1.6 MT (98 л.с.);5;Механика;Передний;Левый;https://www.avito.ru/borskoe/avtomobili/vaz_lada_priora_1.6_mt_2010_167346km_3538624292;2023-08-15;3538624292;1boQWip
;True;;Самарская область;Самара;ВАЗ (LADA);Vesta;2017;68000;3;True;Коричневый;905000;1774;Бензин;122;4.0;7.7;Седан;1.8 AMT (122 л.с.);4;Робот;Передний;Левый;https://www.avito.ru/samara/avtomobili/vaz_lada_vesta_1.8_amt_2017_68000km_3357501166;2023-08-15;3357501166;vkloaTb
;False;;Самарская область;Самара;ВАЗ (LADA);Kalina Cross;2023;87600;1;True;Серый;740000;1596;Бензин;106;4.0;6.5;Универсал;1.6 MT (106 л.с.);5;Механика;Передний;Левый;https://www.avito.ru/samara/avtomobili/vaz_lada_kalina_cross_1.6_mt_2016_87600km_3262128716;2023-08-12;3262128716;lNzOKtW
;False;;Самарская область;Самара;ВАЗ (LADA);Granta;2023;86000;1;True;Белый;580000;1596;Бензин;87;4.0;6.6;Хетчбэк;1.6 MT (87 л.с.);5;Механика;Передний;Левый;https://www.avito.ru/samara/avtomobili/vaz_lada_granta_1.6_mt_2015_86000km_3288315026;2023-08-13;3288315026;WOBKPHm
;True;;Самарская область;Самара;ВАЗ (LADA);2107;2006;95975;4+;False;Бордовый;90000;1568;Бензин;74;4.0;8.5;Седан;1.6 MT (74 л.с.);4;Механика;Задний;Левый;https://www.avito.ru/samara/avtomobili/vaz_lada_2107_1.6_mt_2006_95975km_3354844807;2023-08-15;3354844807;wP1ymTK
;True;;Самарская область;Тольятти;ВАЗ (LADA);Granta;2012;112000;4+;True;Чёрный;450000;1596;Бензин;87;4.0;6.6;Седан;1.6 MT (87 л.с.);4;Механика;Передний;Левый;https://www.avito.ru/tolyatti/avtomobili/vaz_lada_granta_1.6_mt_2012_112000km_3354489360;2023-08-15;3354489360;806WZuY
;False;;Самарская область;Тольятти;ВАЗ (LADA);XRAY;2023;152000;2;True;Белый;925000;1596;Бензин;106;4.0;7.0;Хетчбэк;1.6 MT (106 л.с.);5;Механика;Передний;Левый;https://www.avito.ru/tolyatti/avtomobili/vaz_lada_xray_1.6_mt_2018_152000km_3234748737;2023-08-13;3234748737;o2yPKfx
;True;;Самарская область;Ставропольский р-н;ГАЗ;ГАЗель Next;2023;380000;1;False;Чёрный;2000000;2800;Дизель;150;;;Фургон;2.8 D MT (150 л.с.);2;Механика;Задний;Левый;https://www.avito.ru/tolyatti/avtomobili/gaz_gazel_next_2.8_mt_2018_380000km_2340121399;2023-08-14;2340121399;GdOQXiQ
;True;;Самарская область;Приволжский р-н;ВАЗ (LADA);Priora;2023;204000;4+;True;Белый;286000;1596;Бензин;98;4.0;7.2;Хетчбэк;1.6 MT (98 л.с.);5;Механика;Передний;Левый;https://www.avito.ru/privolzhe/avtomobili/vaz_lada_priora_1.6_mt_2010_204000km_3320686180;2023-08-13;3320686180;1boQWip
;True;;Самарская область;Тольятти;ВАЗ (LADA);Priora;2023;135200;2;True;Серебряный;320000;1596;Бензин;98;4.0;7.2;Хетчбэк;1.6 MT (98 л.с.);5;Механика;Передний;Левый;https://www.avito.ru/tolyatti/avtomobili/vaz_lada_priora_1.6_mt_2008_135200km_3188796451;2023-08-13;3188796451;1boQWip
;True;;Самарская область;Самара;ВАЗ (LADA);Vesta;2023;82000;1;True;Белый;1355000;1596;Бензин;106;4.0;7.5;Универсал;1.6 MT (106 л.с.);5;Механика;Передний;Левый;https://www.avito.ru/samara/avtomobili/vaz_lada_vesta_1.6_mt_2020_82000km_3365548573;2023-08-14;3365548573;pw7rBf4
;True;;Самарская область;Волжский р-н;ВАЗ (LADA);XRAY;2023;122000;2;False;Бежевый;780000;1596;Бензин;106;4.0;7.0;Хетчбэк;1.6 MT (106 л.с.);5;Механика;Передний;Левый;https://www.avito.ru/samara/avtomobili/vaz_lada_xray_1.6_mt_2016_122000km_3144457550;2023-08-02;3144457550;o2yPKfx
;False;;Самарская область;Самара;ВАЗ (LADA);Kalina;2023;98888;1;True;Серебряный;499999;1596;Бензин;98;4.0;7.2;Хетчбэк;1.6 MT (98 л.с.);5;Механика;Передний;Левый;https://www.avito.ru/samara/avtomobili/vaz_lada_kalina_1.6_mt_2012_98888km_3179140086;2023-08-09;3179140086;v2KomHb
;True;;Самарская область;Самара;ВАЗ (LADA);Priora;2023;150000;4+;False;Белый;390000;1596;Бензин;98;4.0;7.2;Седан;1.6 MT (98 л.с.);4;Механика;Передний;Левый;https://www.avito.ru/samara/avtomobili/vaz_lada_priora_1.6_mt_2012_150000km_3213478988;2023-08-06;3213478988;o2drKfx
;True;;Самарская область;Сызрань;УАЗ;Patriot;2023;183349;2;True;Зелёный;490000;2693;Бензин;128;4.0;;Внедорожник;2.7 MT (128 л.с.);5;Механика;Полный;Левый;https://www.avito.ru/syzran/avtomobili/uaz_patriot_2.7_mt_2013_183349km_2127425196;2023-08-12;2127425196;EXY3Puk
;True;;Самарская область;Сергиевский р-н;ВАЗ (LADA);4x4 (Нива);2023;75000;1;False;Серебряный;620000;1774;Бензин;83;4.0;9.9;Внедорожник;1.7 MT (83 л.с.);3;Механика;Полный;Левый;https://www.avito.ru/sernovodsk/avtomobili/vaz_lada_4x4_niva_1.7_mt_2018_75000km_2834208053;2023-08-14;2834208053;EdzddSk
;False;;Самарская область;Самара;ВАЗ (LADA);4x4 (Нива);2023;92500;1;False;Зелёный;699000;1690;Бензин;83;4.0;9.9;Внедорожник;1.7 MT (83 л.с.);5;Механика;Полный;Левый;https://www.avito.ru/samara/avtomobili/vaz_lada_4x4_niva_1.7_mt_2020_92500km_3334440576;2023-08-12;3334440576;Mdz36FE
;False;;Самарская область;Тольятти;ВАЗ (LADA);Vesta;2023;185000;1;True;Красный;690000;1596;Бензин;106;4.0;6.6;Седан;1.6 AMT (106 л.с.);4;Робот;Передний;Левый;https://www.avito.ru/tolyatti/avtomobili/vaz_lada_vesta_1.6_amt_2016_185000km_3302070074;2023-08-09;3302070074;7anZxsr
;True;;Самарская область;Тольятти;ВАЗ (LADA);Kalina;2023;205000;4+;True;Чёрный;350000;1596;Бензин;98;4.0;7.2;Хетчбэк;1.6 MT (98 л.с.);5;Механика;Передний;Левый;https://www.avito.ru/tolyatti/avtomobili/vaz_lada_kalina_1.6_mt_2012_205000km_3378434161;2023-08-12;3378434161;v2KomHb
;True;;Самарская область;Самара;ВАЗ (LADA);Largus;2023;302860;2;False;Серебряный;623500;1598;Бензин;87;4.0;8.2;Универсал;1.6 MT (87 л.с.);5;Механика;Передний;Левый;https://www.avito.ru/samara/avtomobili/vaz_lada_largus_1.6_mt_2013_302860km_3323127595;2023-08-09;3323127595;Adedkty
;False;;Самарская область;Самара;ВАЗ (LADA);Kalina;2023;130000;2;False;Серебряный;326000;1596;Бензин;84;4.0;7.8;Седан;1.6 MT (84 л.с.);4;Механика;Передний;Левый;https://www.avito.ru/samara/avtomobili/vaz_lada_kalina_1.6_mt_2010_130000km_3171720809;2023-08-14;3171720809;80Po3uY
;True;;Самарская область;Волжский р-н;ВАЗ (LADA);2329;2023;200000;4+;False;Белый;350000;1690;Бензин;79;4.0;11.9;Пикап;1.7 MT (79 л.с.);2;Механика;Полный;Левый;https://www.avito.ru/roschinskiy/avtomobili/vaz_lada_2329_1.7_mt_2011_200000km_2502045751;2023-07-30;2502045751;x2p5KH2
;True;;Самарская область;Волжский р-н;ВАЗ (LADA);2105;2023;50000;3;False;Белый;188000;1450;Бензин;75;4;10.1;Седан;1.5 MT (75 л.с.);4;Механика;Задний;Левый;https://www.avito.ru/samara/avtomobili/vaz_lada_2105_1.5_mt_2007_50000km_3245153307;2023-08-14;3245153307;oEJmvux
;True;;Самарская область;Тольятти;ВАЗ (LADA);Vesta Cross;2023;113000;2;False;Оранжевый;1179999;1774;Бензин;122;4.0;7.7;Универсал;1.8 MT (122 л.с.);5;Механика;Передний;Левый;https://www.avito.ru/tolyatti/avtomobili/vaz_lada_vesta_cross_1.8_mt_2019_113000km_3067294025;2023-08-12;3067294025;K8Z55ik
;True;;Самарская область;Тольятти;ВАЗ (LADA);Vesta;2023;16400;1;True;Синий;1570000;1774;Бензин;145;4.0;7.9;Седан;1.8 MT (145 л.с.) Sport;4;Механика;Передний;Левый;https://www.avito.ru/tolyatti/avtomobili/vaz_lada_vesta_1.8_mt_2020_16400km_3301741069;2023-08-12;3301741069;YVnxkHb
;True;;Самарская область;Новокуйбышевск;ВАЗ (LADA);Kalina Cross;2023;46000;2;True;Чёрный;865000;1596;Бензин;106;4.0;6.5;Универсал;1.6 MT (106 л.с.);5;Механика;Передний;Левый;https://www.avito.ru/novokuybyshevsk/avtomobili/vaz_lada_kalina_cross_1.6_mt_2016_46000km_3019985099;2023-08-12;3019985099;lNzOKtW
;True;;Самарская область;Самара;ВАЗ (LADA);2110;2023;150000;2;False;Чёрный;120000;1499;Бензин;79;4.0;7.2;Седан;1.5 MT (79 л.с.);4;Механика;Передний;Левый;https://www.avito.ru/samara/avtomobili/vaz_lada_2110_1.5_mt_2002_150000km_3312636783;2023-08-07;3312636783;ZkeVBTM
;False;;Самарская область;Самара;ВАЗ (LADA);Vesta;2023;97560;1;True;Белый;850000;1596;Бензин;106;4.0;7.5;Седан;1.6 MT (106 л.с.);4;Механика;Передний;Левый;https://www.avito.ru/samara/avtomobili/vaz_lada_vesta_1.6_mt_2019_97560km_2933914330;2023-07-21;2933914330;R4wdjCE
;True;;Самарская область;Новокуйбышевск;ВАЗ (LADA);2112;2023;278000;4+;False;Серебряный;147000;1597;Бензин;90;4.0;7.7;Хетчбэк;1.6 MT (90 л.с.);5;Механика;Передний;Левый;https://www.avito.ru/novokuybyshevsk/avtomobili/vaz_lada_2112_1.6_mt_2006_278000km_2623274237;2023-08-11;2623274237;Nd1eOhr
;True;;Самарская область;г.о. Тольятти;ВАЗ (LADA);Kalina;2023;97000;2;True;Синий;699000;1596;Бензин;114;4.0;8.6;Хетчбэк;1.6 MT (114 л.с.);5;Механика;Передний;Левый;https://www.avito.ru/tolyatti/avtomobili/vaz_lada_kalina_1.6_mt_2015_97000km_3302932559;2023-08-12;3302932559;ORMPQHG
