brand;model;car_year;mileage;body_type;price;link
ВАЗ (LADA);4x4 (Нива);1997;200000;Внедорожник;180000.0;https://www.avito.ru/chelyabinsk/avtomobili/vaz_lada_4x4_niva_1.7_mt_1997_200000km_3227048634
ВАЗ (LADA);Kalina;2013;81342;Хетчбэк;700000.0;https://www.avito.ru/chelyabinskaya_oblast_ozersk/avtomobili/vaz_lada_kalina_1.6_mt_2013_81342km_3277795204
ВАЗ (LADA);Vesta;2020;51000;Седан;1200000.0;https://www.avito.ru/chelyabinsk/avtomobili/vaz_lada_vesta_1.6_mt_2020_51000km_2436076091
ВАЗ (LADA);2101;1979;51291;Седан;85000.0;https://www.avito.ru/zlatoust/avtomobili/vaz_lada_2101_1.2_mt_1979_51291km_2647591206
ВАЗ (LADA);2114 Samara;2005;200000;Хетчбэк;130000.0;https://www.avito.ru/chelyabinsk/avtomobili/vaz_lada_2114_samara_1.5_mt_2005_200000km_3016103376
ВАЗ (LADA);4x4 (Нива);2017;38000;Внедорожник;720000.0;https://www.avito.ru/kasli/avtomobili/vaz_lada_4x4_niva_1.7_mt_2017_38000km_2859625739
ВАЗ (LADA);Priora;2011;127000;Хетчбэк;545000.0;https://www.avito.ru/snezhinsk/avtomobili/vaz_lada_priora_1.6_mt_2011_127000km_3072022723
ВАЗ (LADA);Granta;2014;126600;Седан;520000.0;https://www.avito.ru/magnitogorsk/avtomobili/vaz_lada_granta_1.6_mt_2014_126600km_3290521391
ВАЗ (LADA);Kalina;2012;158480;Хетчбэк;280000.0;https://www.avito.ru/chelyabinsk/avtomobili/vaz_lada_kalina_1.6_mt_2012_158480km_3072053910
ВАЗ (LADA);4x4 (Нива);2016;80000;Внедорожник;500000.0;https://www.avito.ru/miass/avtomobili/vaz_lada_4x4_niva_1.7_mt_2016_80000km_3104525342
ВАЗ (LADA);Priora;2014;147500;Седан;375000.0;https://www.avito.ru/magnitogorsk/avtomobili/vaz_lada_priora_1.6_mt_2014_147500km_2984256676
ВАЗ (LADA);2105;1998;19000;Седан;90000.0;https://www.avito.ru/kopeysk/avtomobili/vaz_lada_2105_1.6_mt_1998_19000km_2950849695
ВАЗ (LADA);2109;2005;200000;Хетчбэк;160000.0;https://www.avito.ru/magnitogorsk/avtomobili/vaz_lada_2109_1.5_mt_2005_200000km_3261672739
ВАЗ (LADA);2105;1996;20000;Седан;100000.0;https://www.avito.ru/chelyabinsk/avtomobili/vaz_lada_2105_1.3_mt_1996_20000km_2193462362
ВАЗ (LADA);4x4 (Нива);2009;246000;Внедорожник;480000.0;https://www.avito.ru/satka/avtomobili/vaz_lada_4x4_niva_1.7_mt_2009_246000km_3034978505
ВАЗ (LADA);Granta;2020;40000;Хетчбэк;800000.0;https://www.avito.ru/yuryuzan/avtomobili/vaz_lada_granta_1.6_mt_2020_40000km_3217204847
ВАЗ (LADA);2115 Samara;2007;210000;Седан;200000.0;https://www.avito.ru/miass/avtomobili/vaz_lada_2115_samara_1.6_mt_2007_210000km_2369749236
ГАЗ;ГАЗель Next;2018;254000;Фургон;1750000.0;https://www.avito.ru/zlatoust/avtomobili/gaz_gazel_next_2.8_mt_2018_254000km_3179319436
ВАЗ (LADA);4x4 (Нива);2006;130000;Внедорожник;250000.0;https://www.avito.ru/chebarkul/avtomobili/vaz_lada_4x4_niva_1.7_mt_2006_130000km_3152024479
ВАЗ (LADA);2107;2010;62000;Седан;230000.0;https://www.avito.ru/fershampenuaz/avtomobili/vaz_lada_2107_1.5_mt_2010_62000km_3365331080
ВАЗ (LADA);2107;2005;215000;Седан;111000.0;https://www.avito.ru/chelyabinsk/avtomobili/vaz_lada_2107_1.6_mt_2005_215000km_3290314247
ВАЗ (LADA);4x4 (Нива);2020;25000;Внедорожник;850000.0;https://www.avito.ru/chelyabinsk/avtomobili/vaz_lada_4x4_niva_1.7_mt_2020_25000km_2985375010
УАЗ;Patriot;2008;85000;Внедорожник;1100000.0;https://www.avito.ru/chelyabinskaya_oblast_ozersk/avtomobili/uaz_patriot_2.7_mt_2008_85000km_3186973167
ВАЗ (LADA);2110;2003;400000;Седан;100000.0;https://www.avito.ru/zlatoust/avtomobili/vaz_lada_2110_1.5_mt_2003_400000km_3217357036
ВАЗ (LADA);2114 Samara;2012;156000;Хетчбэк;260000.0;https://www.avito.ru/chelyabinskaya_oblast_troitsk/avtomobili/vaz_lada_2114_samara_1.6_mt_2012_156000km_3158125031
ГАЗ;31105 Волга;2007;141000;Седан;135000.0;https://www.avito.ru/miass/avtomobili/gaz_31105_volga_2.3_mt_2007_141000km_2589646810
ВАЗ (LADA);Largus;2020;30000;Универсал;1100000.0;https://www.avito.ru/chelyabinsk/avtomobili/vaz_lada_largus_1.6_mt_2020_30000km_2881696592
ВАЗ (LADA);2107;2001;100000;Седан;110000.0;https://www.avito.ru/chelyabinsk/avtomobili/vaz_lada_2107_1.6_mt_2001_100000km_3262081274
ВАЗ (LADA);Priora;2009;104800;Хетчбэк;280000.0;https://www.avito.ru/chelyabinsk/avtomobili/vaz_lada_priora_1.6_mt_2009_104800km_3164414240
ВАЗ (LADA);Largus;2020;53150;Универсал;1348500.0;https://www.avito.ru/chelyabinsk/avtomobili/vaz_lada_largus_1.6_mt_2020_53150km_3312083752
ГАЗ;ГАЗель Next;2018;400000;Микроавтобус;1550000.0;https://www.avito.ru/magnitogorsk/avtomobili/gaz_gazel_next_2.7_mt_2018_400000km_3191542077
ВИС;2349;2018;148300;Фургон;848000.0;https://www.avito.ru/miass/avtomobili/vis_2349_1.6_mt_2018_148300km_3291679458
УАЗ;Patriot;2017;131000;Внедорожник;1000000.0;https://www.avito.ru/trehgornyy/avtomobili/uaz_patriot_2.7_mt_2017_131000km_3233338761
ВАЗ (LADA);Kalina;2012;170000;Универсал;320000.0;https://www.avito.ru/korkino/avtomobili/vaz_lada_kalina_1.6_mt_2012_170000km_3040441844
ВАЗ (LADA);Priora;2007;390927;Седан;190000.0;https://www.avito.ru/asha/avtomobili/vaz_lada_priora_1.6_mt_2007_390927km_3006026712
ВАЗ (LADA);Kalina;2008;221800;Универсал;270000.0;https://www.avito.ru/perm/avtomobili/vaz_lada_kalina_1.4_mt_2008_221800km_3125607762
ВАЗ (LADA);4x4 (Нива);2014;58723;Внедорожник;549000.0;https://www.avito.ru/chaykovskiy/avtomobili/vaz_lada_4x4_niva_1.7_mt_2014_58723km_2814690504
ВАЗ (LADA);Largus;2018;117000;Универсал;950000.0;https://www.avito.ru/perm/avtomobili/vaz_lada_largus_1.6_mt_2018_117000km_3188906182
УАЗ;Hunter;2008;103101;Внедорожник;470000.0;https://www.avito.ru/berezniki/avtomobili/uaz_hunter_2.7_mt_2008_103101km_3027938278
ВАЗ (LADA);4x4 (Нива);2013;85138;Внедорожник;499000.0;https://www.avito.ru/chaykovskiy/avtomobili/vaz_lada_4x4_niva_1.7_mt_2013_85138km_3134272374
ВАЗ (LADA);Vesta Cross;2019;132520;Универсал;1050000.0;https://www.avito.ru/kungur/avtomobili/vaz_lada_vesta_cross_1.8_mt_2019_132520km_3263916319
ГАЗ;ГАЗель 3302;2012;200000;Фургон;500000.0;https://www.avito.ru/perm/avtomobili/gaz_gazel_3302_2.9_mt_2012_200000km_3315794254
ВАЗ (LADA);2110;2013;137000;Седан;215000.0;https://www.avito.ru/perm/avtomobili/vaz_lada_2110_1.6_mt_2013_137000km_3222057453
ВАЗ (LADA);4x4 (Нива);1996;201000;Внедорожник;177000.0;https://www.avito.ru/perm/avtomobili/vaz_lada_4x4_niva_1.7_mt_1996_201000km_3538369342
ВАЗ (LADA);Vesta Cross;2017;52000;Универсал;1280000.0;https://www.avito.ru/ocher/avtomobili/vaz_lada_vesta_cross_1.8_mt_2017_52000km_3354816585
ВАЗ (LADA);Vesta Cross;2019;108000;Седан;1145000.0;https://www.avito.ru/chaykovskiy/avtomobili/vaz_lada_vesta_cross_1.6_mt_2019_108000km_3034106763
ВАЗ (LADA);Granta;2022;35000;Хетчбэк;765000.0;https://www.avito.ru/kondratovo/avtomobili/vaz_lada_granta_1.6_mt_2022_35000km_3139440385
ВАЗ (LADA);Granta;2022;17500;Седан;870000.0;https://www.avito.ru/berezniki/avtomobili/vaz_lada_granta_1.6_mt_2022_17500km_3244735930
ВАЗ (LADA);Kalina;2010;188000;Универсал;230000.0;https://www.avito.ru/perm/avtomobili/vaz_lada_kalina_1.6_mt_2010_188000km_3289673907
ВАЗ (LADA);Priora;2011;205380;Хетчбэк;310000.0;https://www.avito.ru/perm/avtomobili/vaz_lada_priora_1.6_mt_2011_205380km_3175738546
ВАЗ (LADA);Niva Travel;2022;10000;Внедорожник;1150000.0;https://www.avito.ru/chernushka/avtomobili/vaz_lada_niva_travel_1.7_mt_2022_10000km_2940459952
ВАЗ (LADA);2112;2006;159842;Хетчбэк;95000.0;https://www.avito.ru/lobanovo/avtomobili/vaz_lada_2112_1.6_mt_2006_159842km_3297213065
ГАЗ;31105 Волга;2007;103500;Седан;315000.0;https://www.avito.ru/chusovoy/avtomobili/gaz_31105_volga_2.4_mt_2007_103500km_3434306567
УАЗ;3741;2019;67000;Фургон;899999.0;https://www.avito.ru/perm/avtomobili/uaz_3741_2.7_mt_2019_67000km_3201019477
ВАЗ (LADA);Vesta;2017;160000;Седан;570000.0;https://www.avito.ru/kultaevo/avtomobili/vaz_lada_vesta_1.6_mt_2017_160000km_3505768632
ВАЗ (LADA);Granta;2013;241930;Седан;345000.0;https://www.avito.ru/perm/avtomobili/vaz_lada_granta_1.6_mt_2013_241930km_3221796560
ВАЗ (LADA);Vesta;2019;88500;Седан;900000.0;https://www.avito.ru/perm/avtomobili/vaz_lada_vesta_1.6_mt_2019_88500km_3200637116
ВАЗ (LADA);2112;2006;123000;Хетчбэк;200000.0;https://www.avito.ru/perm/avtomobili/vaz_lada_2112_1.6_mt_2006_123000km_3466009480
ВАЗ (LADA);1111 Ока;2000;100000;Хетчбэк;95000.0;https://www.avito.ru/pashiya/avtomobili/vaz_lada_1111_oka_0.7_mt_2000_100000km_3221047240
ВАЗ (LADA);Granta;2013;83000;Седан;370000.0;https://www.avito.ru/kultaevo/avtomobili/vaz_lada_granta_1.6_mt_2013_83000km_3199971614
ВАЗ (LADA);Kalina;2015;104000;Хетчбэк;595000.0;https://www.avito.ru/perm/avtomobili/vaz_lada_kalina_1.6_mt_2015_104000km_3125467582
ВАЗ (LADA);Priora;2009;167217;Седан;230000.0;https://www.avito.ru/perm/avtomobili/vaz_lada_priora_1.6_mt_2009_167217km_3262691409
ГАЗ;ГАЗель 3302;2014;250000;Фургон;1150000.0;https://www.avito.ru/kungur/avtomobili/gaz_gazel_3302_2.9_mt_2014_250000km_3351699945
ВАЗ (LADA);2114 Samara;2013;110000;Хетчбэк;245000.0;https://www.avito.ru/sars/avtomobili/vaz_lada_2114_samara_1.6_mt_2013_110000km_3200179760
ВАЗ (LADA);2110;2006;222222;Седан;115000.0;https://www.avito.ru/kizel/avtomobili/vaz_lada_2110_1.6_mt_2006_222222km_3618648154
ВАЗ (LADA);Largus;2013;160000;Универсал;640000.0;https://www.avito.ru/perm/avtomobili/vaz_lada_largus_1.6_mt_2013_160000km_3189756906
ГАЗ;ГАЗель 3302;2013;267000;Фургон;600000.0;https://www.avito.ru/perm/avtomobili/gaz_gazel_3302_2.9_mt_2013_267000km_2968972903
УАЗ;Patriot;2016;101000;Внедорожник;950000.0;https://www.avito.ru/perm/avtomobili/uaz_patriot_2.7_mt_2016_101000km_2964854471
ВАЗ (LADA);2110;2006;229000;Седан;230000.0;https://www.avito.ru/perm/avtomobili/vaz_lada_2110_1.6_mt_2006_229000km_3100502674
ВАЗ (LADA);Vesta;2019;100000;Седан;850000.0;https://www.avito.ru/berezniki/avtomobili/vaz_lada_vesta_1.6_mt_2019_100000km_2755665721
ВАЗ (LADA);Largus;2013;186277;Универсал;800000.0;https://www.avito.ru/kueda/avtomobili/vaz_lada_largus_1.6_mt_2013_186277km_3209811589
ВАЗ (LADA);2114 Samara;2007;242000;Хетчбэк;120000.0;https://www.avito.ru/perm/avtomobili/vaz_lada_2114_samara_1.5_mt_2007_242000km_3506628726
ГАЗ;ГАЗель Next;2017;245000;Фургон;2600080.0;https://www.avito.ru/perm/avtomobili/gaz_gazel_next_2.7_mt_2017_245000km_3199961770
ВАЗ (LADA);Kalina;2012;146000;Хетчбэк;245000.0;https://www.avito.ru/kungur/avtomobili/vaz_lada_kalina_1.4_mt_2012_146000km_3309848170
ВАЗ (LADA);Priora;2012;169290;Хетчбэк;340000.0;https://www.avito.ru/perm/avtomobili/vaz_lada_priora_1.6_mt_2012_169290km_3225441768
ВАЗ (LADA);2111;2001;155000;Универсал;175000.0;https://www.avito.ru/perm/avtomobili/vaz_lada_2111_1.5_mt_2001_155000km_3344131050
ВАЗ (LADA);2114 Samara;2008;240000;Хетчбэк;165000.0;https://www.avito.ru/kungur/avtomobili/vaz_lada_2114_samara_1.6_mt_2008_240000km_3351980691
ВАЗ (LADA);2114 Samara;2013;200000;Хетчбэк;400000.0;https://www.avito.ru/perm/avtomobili/vaz_lada_2114_samara_1.6_mt_2013_200000km_3201552375
ВАЗ (LADA);2115 Samara;2008;143000;Седан;190000.0;https://www.avito.ru/chernushka/avtomobili/vaz_lada_2115_samara_1.6_mt_2008_143000km_3372329970
ВАЗ (LADA);4x4 (Нива);2020;12000;Внедорожник;790000.0;https://www.avito.ru/solikamsk/avtomobili/vaz_lada_4x4_niva_1.7_mt_2020_12000km_3372414329
ВАЗ (LADA);Granta;2020;38000;Хетчбэк;760000.0;https://www.avito.ru/sylva/avtomobili/vaz_lada_granta_1.6_mt_2020_38000km_2339952136
УАЗ;3909;2009;160000;Микроавтобус;275000.0;https://www.avito.ru/perm/avtomobili/uaz_3909_2.7_mt_2009_160000km_3216751479
ВАЗ (LADA);Granta;2022;19491;Лифтбек;845699.0;https://www.avito.ru/perm/avtomobili/vaz_lada_granta_1.6_mt_2022_19491km_2886355380
ВАЗ (LADA);Granta;2015;142400;Седан;420000.0;https://www.avito.ru/kizel/avtomobili/vaz_lada_granta_1.6_mt_2015_142400km_3235924712
ВАЗ (LADA);2114 Samara;2011;163559;Хетчбэк;190000.0;https://www.avito.ru/berezniki/avtomobili/vaz_lada_2114_samara_1.6_mt_2011_163559km_3241136578
ГАЗ;ГАЗель 3302;2006;150000;Фургон;370000.0;https://www.avito.ru/perm/avtomobili/gaz_gazel_3302_2.4_mt_2006_150000km_3006056825
ГАЗ;ГАЗель 3302;2008;212000;Фургон;470000.0;https://www.avito.ru/perm/avtomobili/gaz_gazel_3302_2.5_mt_2008_212000km_2966526107
ВАЗ (LADA);Vesta;2019;80000;Универсал;1200000.0;https://www.avito.ru/kungur/avtomobili/vaz_lada_vesta_1.6_mt_2019_80000km_2770011038
ВАЗ (LADA);Priora;2012;152000;Седан;345999.0;https://www.avito.ru/chernushka/avtomobili/vaz_lada_priora_1.6_mt_2012_152000km_3320609338
УАЗ;3962;1989;15000;Микроавтобус;799000.0;https://www.avito.ru/perm/avtomobili/uaz_3962_2.5_mt_1989_15000km_2780486235
ГАЗ;ГАЗель 33023;2008;300000;Фургон;560000.0;https://www.avito.ru/berezniki/avtomobili/gaz_gazel_33023_2.5_mt_2008_300000km_3314308197
ВАЗ (LADA);2112;2006;155000;Хетчбэк;210000.0;https://www.avito.ru/perm/avtomobili/vaz_lada_2112_1.6_mt_2006_155000km_3222662727
УАЗ;Patriot;2015;200000;Внедорожник;1780000.0;https://www.avito.ru/perm/avtomobili/uaz_patriot_2.7_mt_2015_200000km_2515325757
ВАЗ (LADA);2111;2004;163000;Универсал;100000.0;https://www.avito.ru/orda/avtomobili/vaz_lada_2111_1.5_mt_2004_163000km_3232490718
УАЗ;3962;2001;35000;Микроавтобус;220000.0;https://www.avito.ru/perm/avtomobili/uaz_3962_2.5_mt_2001_35000km_3009607860
ГАЗ;Соболь 2752;2015;81000;Фургон;680000.0;https://www.avito.ru/perm/avtomobili/gaz_sobol_2752_2.9_mt_2015_81000km_3213233229
ВАЗ (LADA);Priora;2009;260000;Хетчбэк;250000.0;https://www.avito.ru/chaykovskiy/avtomobili/vaz_lada_priora_1.6_mt_2009_260000km_3080584037
ВАЗ (LADA);Kalina;2014;94000;Хетчбэк;549000.0;https://www.avito.ru/perm/avtomobili/vaz_lada_kalina_1.6_mt_2014_94000km_3312090410
ВАЗ (LADA);Largus;2013;550000;Универсал;580000.0;https://www.avito.ru/chernushka/avtomobili/vaz_lada_largus_1.6_mt_2013_550000km_3553816673
ВАЗ (LADA);2115 Samara;2010;158000;Седан;180000.0;https://www.avito.ru/perm/avtomobili/vaz_lada_2115_samara_1.6_mt_2010_158000km_3348251375
ГАЗ;ГАЗель 3302;2011;295000;Фургон;1250000.0;https://www.avito.ru/perm/avtomobili/gaz_gazel_3302_2.8_mt_2011_295000km_2275010141
ВАЗ (LADA);Priora;2010;199275;Седан;320000.0;https://www.avito.ru/solikamsk/avtomobili/vaz_lada_priora_1.6_mt_2010_199275km_3293312549
ГАЗ;ГАЗель Next;2018;40000;Фургон;2400000.0;https://www.avito.ru/perm/avtomobili/gaz_gazel_next_2.7_mt_2018_40000km_2612799052
ВАЗ (LADA);2112;2007;182000;Хетчбэк;126000.0;https://www.avito.ru/nytva/avtomobili/vaz_lada_2112_1.6_mt_2007_182000km_3199418554
ВАЗ (LADA);4x4 (Нива);1996;128000;Внедорожник;200000.0;https://www.avito.ru/chusovoy/avtomobili/vaz_lada_4x4_niva_1.7_mt_1996_128000km_3035038563
ВАЗ (LADA);Priora;2010;152780;Седан;245000.0;https://www.avito.ru/perm/avtomobili/vaz_lada_priora_1.6_mt_2010_152780km_3222583127
ГАЗ;ГАЗель 3302;2004;185000;Фургон;340000.0;https://www.avito.ru/perm/avtomobili/gaz_gazel_3302_2.3_mt_2004_185000km_3038162407
ГАЗ;Соболь 2752;2015;110000;Минивэн;940000.0;https://www.avito.ru/perm/avtomobili/gaz_sobol_2752_2.9_mt_2015_110000km_2608190261
ВАЗ (LADA);2112;2005;166701;Хетчбэк;185000.0;https://www.avito.ru/perm/avtomobili/vaz_lada_2112_1.6_mt_2005_166701km_3347729228
ВАЗ (LADA);Vesta;2018;78000;Универсал;1150000.0;https://www.avito.ru/chaykovskiy/avtomobili/vaz_lada_vesta_1.6_mt_2018_78000km_3325304331
ВАЗ (LADA);Vesta;2020;74000;Седан;1150000.0;https://www.avito.ru/dobryanka/avtomobili/vaz_lada_vesta_1.6_mt_2020_74000km_3144246362
ВАЗ (LADA);Granta;2019;109500;Седан;680000.0;https://www.avito.ru/perm/avtomobili/vaz_lada_granta_1.6_mt_2019_109500km_2997755838
ВАЗ (LADA);2112;2008;170000;Хетчбэк;170000.0;https://www.avito.ru/nytva/avtomobili/vaz_lada_2112_1.6_mt_2008_170000km_3316588141
ГАЗ;Соболь 2752;2016;230000;Фургон;999999.0;https://www.avito.ru/kungur/avtomobili/gaz_sobol_2752_2.9_mt_2016_230000km_3369842977
ВАЗ (LADA);4x4 (Нива);2015;93000;Внедорожник;550000.0;https://www.avito.ru/perm/avtomobili/vaz_lada_4x4_niva_1.7_mt_2015_93000km_3289762540
ВАЗ (LADA);2107;2000;150000;Седан;170000.0;https://www.avito.ru/perm/avtomobili/vaz_lada_2107_1.5_mt_2000_150000km_2831808587
ВАЗ (LADA);2107;2004;88000;Седан;75000.0;https://www.avito.ru/perm/avtomobili/vaz_lada_2107_1.6_mt_2004_88000km_2435626797
ВАЗ (LADA);2120 Надежда;2002;175000;Минивэн;110000.0;https://www.avito.ru/chaykovskiy/avtomobili/vaz_lada_2120_nadezhda_1.8_mt_2002_175000km_3173474161
УАЗ;Профи;2018;153000;Пикап;888000.0;https://www.avito.ru/perm/avtomobili/uaz_profi_2.7_mt_2018_153000km_2401487220
ВАЗ (LADA);Largus;2019;77123;Универсал;999000.0;https://www.avito.ru/chaykovskiy/avtomobili/vaz_lada_largus_1.6_mt_2019_77123km_2910073843
ВАЗ (LADA);2114 Samara;2012;182000;Хетчбэк;205000.0;https://www.avito.ru/perm/avtomobili/vaz_lada_2114_samara_1.6_mt_2012_182000km_3222009933
ВАЗ (LADA);Kalina;2014;141159;Хетчбэк;499000.0;https://www.avito.ru/chaykovskiy/avtomobili/vaz_lada_kalina_1.6_mt_2014_141159km_2846522809
ВАЗ (LADA);Priora;2008;211612;Хетчбэк;225000.0;https://www.avito.ru/perm/avtomobili/vaz_lada_priora_1.6_mt_2008_211612km_3222234099
ВАЗ (LADA);2104;2003;78400;Универсал;125000.0;https://www.avito.ru/kamensk-uralskiy/avtomobili/vaz_lada_2104_1.5_mt_2003_78400km_3380297425
ВАЗ (LADA);Kalina;2011;162707;Хетчбэк;327000.0;https://www.avito.ru/ekaterinburg/avtomobili/vaz_lada_kalina_1.6_mt_2011_162707km_3402501355
ВАЗ (LADA);Kalina;2012;183098;Хетчбэк;386000.0;https://www.avito.ru/ekaterinburg/avtomobili/vaz_lada_kalina_1.6_mt_2012_183098km_3402348098
ВАЗ (LADA);Priora;2013;300000;Седан;350000.0;https://www.avito.ru/kamyshlov/avtomobili/vaz_lada_priora_1.6_mt_2013_300000km_2859355450
ВАЗ (LADA);Priora;2008;217242;Хетчбэк;280000.0;https://www.avito.ru/ekaterinburg/avtomobili/vaz_lada_priora_1.6_mt_2008_217242km_3370206554
ВАЗ (LADA);Priora;2009;90000;Седан;310000.0;https://www.avito.ru/ekaterinburg/avtomobili/vaz_lada_priora_1.6_mt_2009_90000km_3411129206
ВАЗ (LADA);Priora;2012;160000;Седан;230000.0;https://www.avito.ru/ekaterinburg/avtomobili/vaz_lada_priora_1.6_mt_2012_160000km_3075035948
ВАЗ (LADA);2105;1999;70000;Седан;500000.0;https://www.avito.ru/nizhniy_tagil/avtomobili/vaz_lada_2105_1.5_mt_1999_70000km_3354370243
УАЗ;Patriot;2008;160000;Внедорожник;430000.0;https://www.avito.ru/ekaterinburg/avtomobili/uaz_patriot_2.7_mt_2008_160000km_3263887495
ВАЗ (LADA);2115 Samara;2007;240986;Седан;150000.0;https://www.avito.ru/karpinsk/avtomobili/vaz_lada_2115_samara_1.6_mt_2007_240986km_3167093501
ГАЗ;Соболь 2752;2010;120000;Фургон;400000.0;https://www.avito.ru/nizhniy_tagil/avtomobili/gaz_sobol_2752_2.9_mt_2010_120000km_3103045622
ВАЗ (LADA);Granta;2012;216000;Седан;320000.0;https://www.avito.ru/pervouralsk/avtomobili/vaz_lada_granta_1.6_mt_2012_216000km_3199061157
ВАЗ (LADA);Kalina;2012;130000;Хетчбэк;310000.0;https://www.avito.ru/ekaterinburg/avtomobili/vaz_lada_kalina_1.6_mt_2012_130000km_3365624594
ВАЗ (LADA);4x4 (Нива);1987;200000;Внедорожник;55000.0;https://www.avito.ru/baykalovo/avtomobili/vaz_lada_4x4_niva_1.6_mt_1987_200000km_2960367735
ВАЗ (LADA);2112;2006;228180;Хетчбэк;172000.0;https://www.avito.ru/ekaterinburg/avtomobili/vaz_lada_2112_1.6_mt_2006_228180km_3223443863
ВАЗ (LADA);Vesta;2021;34000;Седан;1330000.0;https://www.avito.ru/kamensk-uralskiy/avtomobili/vaz_lada_vesta_1.6_mt_2021_34000km_2714151419
ВАЗ (LADA);Granta;2018;74000;Седан;620000.0;https://www.avito.ru/ekaterinburg/avtomobili/vaz_lada_granta_1.6_mt_2018_74000km_3223359959
ВАЗ (LADA);Priora;2017;74115;Седан;555555.0;https://www.avito.ru/ekaterinburg/avtomobili/vaz_lada_priora_1.6_mt_2017_74115km_3369701350
УАЗ;Профи;2021;61500;Фургон;1310000.0;https://www.avito.ru/ekaterinburg/avtomobili/uaz_profi_2.7_mt_2021_61500km_2769565477
ВАЗ (LADA);2114 Samara;2012;129000;Хетчбэк;270000.0;https://www.avito.ru/nizhniy_tagil/avtomobili/vaz_lada_2114_samara_1.6_mt_2012_129000km_3197338780
ВАЗ (LADA);2105;2008;100000;Седан;290000.0;https://www.avito.ru/serov/avtomobili/vaz_lada_2105_1.6_mt_2008_100000km_3297657289
УАЗ;Patriot;2017;48979;Внедорожник;1100000.0;https://www.avito.ru/monetnyy/avtomobili/uaz_patriot_2.7_mt_2017_48979km_3245496154
ВАЗ (LADA);Vesta Cross;2022;28000;Универсал;1630000.0;https://www.avito.ru/ekaterinburg/avtomobili/vaz_lada_vesta_cross_1.6_cvt_2022_28000km_2499506849
ВАЗ (LADA);Kalina;2008;165658;Седан;190000.0;https://www.avito.ru/ekaterinburg/avtomobili/vaz_lada_kalina_1.6_mt_2008_165658km_3235091000
УАЗ;Hunter;2007;5000;Внедорожник;550000.0;https://www.avito.ru/sverdlovskaya_oblast_lesnoy/avtomobili/uaz_hunter_2.2_mt_2007_5000km_2979281886
ВАЗ (LADA);Kalina;2013;253000;Хетчбэк;510000.0;https://www.avito.ru/ekaterinburg/avtomobili/vaz_lada_kalina_1.6_mt_2013_253000km_3506284513
ВАЗ (LADA);2109;2001;240000;Хетчбэк;350000.0;https://www.avito.ru/sverdlovskaya_oblast_revda/avtomobili/vaz_lada_2109_1.5_mt_2001_240000km_3283555548
ВАЗ (LADA);Granta;2012;113000;Седан;490000.0;https://www.avito.ru/ekaterinburg/avtomobili/vaz_lada_granta_1.6_at_2012_113000km_3297423876
ВАЗ (LADA);2114 Samara;2006;241312;Хетчбэк;150000.0;https://www.avito.ru/polevskoy/avtomobili/vaz_lada_2114_samara_1.5_mt_2006_241312km_3222886604
ВАЗ (LADA);XRAY Cross;2019;19800;Хетчбэк;1160000.0;https://www.avito.ru/ekaterinburg/avtomobili/vaz_lada_xray_cross_1.8_mt_2019_19800km_3017028331
ВАЗ (LADA);2107;2008;126000;Седан;240000.0;https://www.avito.ru/ekaterinburg/avtomobili/vaz_lada_2107_1.6_mt_2008_126000km_3257484963
ГАЗ;ГАЗель 2747;2008;339000;Фургон;600000.0;https://www.avito.ru/ekaterinburg/avtomobili/gaz_gazel_2747_2.5_mt_2008_339000km_2393673154
ВАЗ (LADA);21099;2004;200760;Седан;82000.0;https://www.avito.ru/sverdlovskaya_oblast_revda/avtomobili/vaz_lada_21099_1.5_mt_2004_200760km_3200955035
ВАЗ (LADA);Priora;2008;156000;Хетчбэк;150000.0;https://www.avito.ru/nizhniy_tagil/avtomobili/vaz_lada_priora_1.6_mt_2008_156000km_3263852076
УАЗ;Patriot;2005;204000;Внедорожник;275000.0;https://www.avito.ru/irbit/avtomobili/uaz_patriot_2.7_mt_2005_204000km_3073147200
ГАЗ;ГАЗель 2705;2013;117000;Фургон;1200000.0;https://www.avito.ru/nizhniy_tagil/avtomobili/gaz_gazel_2705_2.8_mt_2013_117000km_3228046329
УАЗ;Patriot;2018;55300;Внедорожник;1399000.0;https://www.avito.ru/ekaterinburg/avtomobili/uaz_patriot_2.7_mt_2018_55300km_3379044102
ВАЗ (LADA);2112;2002;367000;Хетчбэк;165000.0;https://www.avito.ru/ekaterinburg/avtomobili/vaz_lada_2112_1.6_mt_2002_367000km_3344461505
ВАЗ (LADA);Granta;2020;39000;Лифтбек;725000.0;https://www.avito.ru/pervouralsk/avtomobili/vaz_lada_granta_1.6_mt_2020_39000km_3198777916
ВАЗ (LADA);Granta;2014;96000;Лифтбек;509999.0;https://www.avito.ru/pervouralsk/avtomobili/vaz_lada_granta_1.6_mt_2014_96000km_2404824759
ГАЗ;ГАЗель 2747;2010;500;Фургон;950000.0;https://www.avito.ru/polevskoy/avtomobili/gaz_gazel_2747_2.9_mt_2010_500km_3154401817
ВАЗ (LADA);2111;2006;88000;Универсал;215000.0;https://www.avito.ru/ekaterinburg/avtomobili/vaz_lada_2111_1.6_mt_2006_88000km_3434027282
ГАЗ;ГАЗель 2705;2003;500000;Фургон;70000.0;https://www.avito.ru/krasnoturinsk/avtomobili/gaz_gazel_2705_2.3_mt_2003_500000km_3283816256
