brand;model;car_year;mileage;body_type;price;link
ВАЗ (LADA);4x4 (Нива);2009;236000;Внедорожник;420000.0;https://www.avito.ru/pyatigorsk/avtomobili/vaz_lada_4x4_niva_2009_2569040219
ВАЗ (LADA);Priora;2009;153000;Седан;400000.0;https://www.avito.ru/kislovodsk/avtomobili/vaz_lada_priora_2009_2612658974
ГАЗ;ГАЗель 33023;2013;700000;Фургон;800000.0;https://www.avito.ru/podgornaya/avtomobili/gaz_gazel_33023_2013_2523703538
ВАЗ (LADA);Granta;2013;173400;Седан;455000.0;https://www.avito.ru/stavropol/avtomobili/vaz_lada_granta_2013_3100057396
ВАЗ (LADA);Granta;2017;144000;Седан;570000.0;https://www.avito.ru/mineralnye_vody/avtomobili/vaz_lada_granta_2017_2830106720
ВАЗ (LADA);Vesta;2018;93000;Универсал;1150000.0;https://www.avito.ru/stavropol/avtomobili/vaz_lada_vesta_2018_3314327985
ИЖ;2126;2004;163362;Хетчбэк;170000.0;https://www.avito.ru/tatarka/avtomobili/izh_2126_2004_2911764803
ВАЗ (LADA);Granta;2019;64000;Универсал;650000.0;https://www.avito.ru/povorino/avtomobili/vaz_lada_granta_2019_3210564041
ВАЗ (LADA);4x4 (Нива);1996;99420;Внедорожник;350000.0;https://www.avito.ru/voronezh/avtomobili/vaz_lada_4x4_niva_1996_2979150122
ВАЗ (LADA);Granta;2022;61000;Седан;730000.0;https://www.avito.ru/bobrov/avtomobili/vaz_lada_granta_1.6_mt_2022_61_000_km_3151279081
ВАЗ (LADA);Granta;2016;146000;Хетчбэк;630000.0;https://www.avito.ru/voronezh/avtomobili/vaz_lada_granta_2016_2613791343
ВАЗ (LADA);Granta;2018;91000;Седан;585000.0;https://www.avito.ru/voronezh/avtomobili/vaz_lada_granta_1.6_mt_2018_91_000_km_3082848739
ВАЗ (LADA);2121 (4x4) Urban;2018;74100;Внедорожник;650000.0;https://www.avito.ru/voronezh/avtomobili/vaz_lada_2121_4x4_urban_1.7_mt_2018_74_100_km_3457689830
ВАЗ (LADA);Niva Travel;2021;3000;Внедорожник;1135000.0;https://www.avito.ru/anna/avtomobili/vaz_lada_niva_travel_2021_2488495497
ВАЗ (LADA);Vesta;2018;120000;Седан;880000.0;https://www.avito.ru/voronezh/avtomobili/vaz_lada_vesta_2018_2581237853
ВАЗ (LADA);Vesta;2021;34000;Седан;1310000.0;https://www.avito.ru/voronezh/avtomobili/vaz_lada_vesta_2021_3163604920
ВАЗ (LADA);Vesta Cross;2019;75000;Универсал;1050000.0;https://www.avito.ru/voronezh/avtomobili/vaz_lada_vesta_cross_2019_2731901356
ВАЗ (LADA);2114 Samara;2012;151500;Хетчбэк;280000.0;https://www.avito.ru/voronezh/avtomobili/vaz_lada_2114_samara_1.6_mt_2012_151_500_km_3225897251
ВАЗ (LADA);2110;2004;110000;Седан;170000.0;https://www.avito.ru/voronezh/avtomobili/vaz_lada_2110_2004_2583599204
ВАЗ (LADA);Kalina;2017;141500;Универсал;615000.0;https://www.avito.ru/voronezh/avtomobili/vaz_lada_kalina_2017_3252658880
ВАЗ (LADA);2115 Samara;2003;200000;Седан;125000.0;https://www.avito.ru/voronezh/avtomobili/vaz_lada_2115_samara_1.5_mt_2003_200_000_km_3173136441
ВАЗ (LADA);2110;2001;352960;Седан;115000.0;https://www.avito.ru/voronezhskaya_oblast_otradnoe/avtomobili/vaz_lada_2110_2001_2916373545
ВАЗ (LADA);2114 Samara;2011;197000;Хетчбэк;135000.0;https://www.avito.ru/ertil/avtomobili/vaz_lada_2114_samara_2011_2597947250
ГАЗ;3110 Волга;2000;5000;Седан;320000.0;https://www.avito.ru/voronezh/avtomobili/gaz_3110_volga_2000_2079861127
ВАЗ (LADA);Priora;2007;264000;Седан;205000.0;https://www.avito.ru/voronezh/avtomobili/vaz_lada_priora_2007_2545514219
ГАЗ;ГАЗель 33023;2011;450000;Фургон;1500000.0;https://www.avito.ru/voronezh/avtomobili/gaz_gazel_33023_2011_2745024699
Vortex;Estina;2011;194055;Седан;260000.0;https://www.avito.ru/voronezh/avtomobili/vortex_estina_2011_3018171964
ВАЗ (LADA);4x4 (Нива);2022;3180;Внедорожник;839000.0;https://www.avito.ru/voronezh/avtomobili/vaz_lada_4x4_niva_2022_2980130826
ВАЗ (LADA);Niva Travel;2022;4100;Внедорожник;1239000.0;https://www.avito.ru/voronezh/avtomobili/vaz_lada_niva_travel_1.7_mt_2022_4_100_km_3229188529
ВАЗ (LADA);2113 Samara;2005;262000;Хетчбэк;170000.0;https://www.avito.ru/voronezh/avtomobili/vaz_lada_2113_samara_1.5_mt_2005_262_000_km_3251399383
ВАЗ (LADA);Granta;2020;70000;Хетчбэк;750000.0;https://www.avito.ru/liski/avtomobili/vaz_lada_granta_2020_3087199982
ВАЗ (LADA);4x4 (Нива);2011;290000;Внедорожник;280000.0;https://www.avito.ru/voronezh/avtomobili/vaz_lada_4x4_niva_2011_2951490845
ГАЗ;ГАЗель Next;2014;700000;Фургон;1390000.0;https://www.avito.ru/voronezh/avtomobili/gaz_gazel_next_2014_3116712567
ГАЗ;ГАЗель 2705;2013;146616;Фургон;510000.0;https://www.avito.ru/voronezh/avtomobili/gaz_gazel_2705_2013_2847780735
ГАЗ;ГАЗель 3302;1998;100000;Пикап;220000.0;https://www.avito.ru/voronezhskaya_oblast_kamenka/avtomobili/gaz_gazel_3302_1998_2460795978
ГАЗ;ГАЗель 3302;2012;122000;Фургон;470000.0;https://www.avito.ru/voronezh/avtomobili/gaz_gazel_3302_2012_3065757106
ВАЗ (LADA);Granta;2020;22000;Лифтбек;820000.0;https://www.avito.ru/voronezh/avtomobili/vaz_lada_granta_2020_2199555548
ВАЗ (LADA);4x4 (Нива);2002;134000;Внедорожник;240000.0;https://www.avito.ru/kantemirovka/avtomobili/vaz_lada_4x4_niva_2002_2978765531
ВАЗ (LADA);2110;2012;233777;Седан;255000.0;https://www.avito.ru/voronezh/avtomobili/vaz_lada_2110_2012_3090957556
ВАЗ (LADA);2106;1997;80000;Седан;100000.0;https://www.avito.ru/voronezh/avtomobili/vaz_lada_2106_1997_3055032953
ВАЗ (LADA);Kalina;2017;51000;Универсал;620000.0;https://www.avito.ru/borisoglebsk/avtomobili/vaz_lada_kalina_2017_2658332565
ВАЗ (LADA);Granta Cross;2021;35000;Универсал;800000.0;https://www.avito.ru/voronezh/avtomobili/vaz_lada_granta_cross_2021_2594830655
ВАЗ (LADA);Granta;2019;34000;Седан;750000.0;https://www.avito.ru/voronezh/avtomobili/vaz_lada_granta_2019_2791415984
ВАЗ (LADA);2103;1975;161000;Седан;150000.0;https://www.avito.ru/voronezh/avtomobili/vaz_lada_2103_1975_3098919025
УАЗ;31514;1994;150000;Внедорожник;250000.0;https://www.avito.ru/repevka/avtomobili/uaz_31514_1994_2956306387
ВАЗ (LADA);4x4 (Нива);2018;121924;Внедорожник;715000.0;https://www.avito.ru/kalach/avtomobili/vaz_lada_4x4_niva_2018_2853948162
ВАЗ (LADA);2115 Samara;2006;100000;Седан;180000.0;https://www.avito.ru/bobrov/avtomobili/vaz_lada_2115_samara_2006_3048943926
ВАЗ (LADA);4x4 (Нива);2018;40000;Внедорожник;700000.0;https://www.avito.ru/novohopersk/avtomobili/vaz_lada_4x4_niva_2018_3170337302
ВАЗ (LADA);Vesta Cross;2021;40000;Универсал;1300000.0;https://www.avito.ru/voronezh/avtomobili/vaz_lada_vesta_cross_2021_3015964368
ВАЗ (LADA);2110;1996;225000;Седан;75000.0;https://www.avito.ru/ertil/avtomobili/vaz_lada_2110_1996_3117090484
ВАЗ (LADA);Vesta;2016;100418;Седан;780000.0;https://www.avito.ru/voronezh/avtomobili/vaz_lada_vesta_2016_3004697699
ГАЗ;ГАЗель 3302;2013;824000;Фургон;690000.0;https://www.avito.ru/voronezh/avtomobili/gaz_gazel_3302_2013_3069027131
ГАЗ;ГАЗель Next;2022;100000;Фургон;4400000.0;https://www.avito.ru/voronezh/avtomobili/gaz_gazel_next_2022_2724716732
УАЗ;31512;1991;54657;Внедорожник;180000.0;https://www.avito.ru/voronezh/avtomobili/uaz_31512_1991_2715641921
ГАЗ;ГАЗель 3302;2009;278000;Фургон;495000.0;https://www.avito.ru/voronezh/avtomobili/gaz_gazel_3302_2009_2859588355
ВАЗ (LADA);21099;2000;280000;Седан;87000.0;https://www.avito.ru/novaya_usman/avtomobili/vaz_lada_21099_1.5_mt_2000_280_000_km_3241973664
УАЗ;Patriot;2013;130000;Внедорожник;700000.0;https://www.avito.ru/anna/avtomobili/uaz_patriot_2013_3282308600
ВАЗ (LADA);2107;2004;180000;Седан;114500.0;https://www.avito.ru/voronezh/avtomobili/vaz_lada_2107_2004_3163449027
ВАЗ (LADA);2110;2003;233811;Седан;220000.0;https://www.avito.ru/boguchar/avtomobili/vaz_lada_2110_2003_3220127777
ГАЗ;ГАЗель 33023;2009;140000;Фургон;958000.0;https://www.avito.ru/voronezh/avtomobili/gaz_gazel_33023_2009_2942076988
ВАЗ (LADA);Priora;2008;169000;Хетчбэк;300000.0;https://www.avito.ru/voronezh/avtomobili/vaz_lada_priora_2008_3180049349
УАЗ;31514;2002;50000;Внедорожник;290000.0;https://www.avito.ru/moskva/avtomobili/uaz_31514_2002_2233594347
ВАЗ (LADA);2107;2007;15800;Седан;120000.0;https://www.avito.ru/voronezhskaya_oblast_sadovoe/avtomobili/vaz_lada_2107_2007_2913123978
ВАЗ (LADA);2107;2010;103000;Седан;140000.0;https://www.avito.ru/voronezh/avtomobili/vaz_lada_2107_1.6_mt_2010_103_000_km_2587125220
ВАЗ (LADA);Priora;2013;110000;Седан;380000.0;https://www.avito.ru/verhnyaya_hava/avtomobili/vaz_lada_priora_2013_3130321853
ВАЗ (LADA);Kalina;2014;159000;Универсал;535000.0;https://www.avito.ru/novohopersk/avtomobili/vaz_lada_kalina_2014_2622960884
ВАЗ (LADA);Granta Cross;2020;38000;Универсал;950000.0;https://www.avito.ru/voronezh/avtomobili/vaz_lada_granta_cross_2020_2358788021
ВАЗ (LADA);4x4 (Нива);2007;150000;Внедорожник;265000.0;https://www.avito.ru/ramon/avtomobili/vaz_lada_4x4_niva_2007_2953370368
УАЗ;Patriot;2014;150000;Внедорожник;800000.0;https://www.avito.ru/vorontsovka/avtomobili/uaz_patriot_2.7_mt_2014_150_000_km_2176092546
ГАЗ;ГАЗель Next;2015;713200;Фургон;1710000.0;https://www.avito.ru/voronezh/avtomobili/gaz_gazel_next_2015_3085209359
ВАЗ (LADA);Niva Travel;2022;7300;Внедорожник;1160000.0;https://www.avito.ru/buturlinovka/avtomobili/vaz_lada_niva_travel_2022_3059016715
ВАЗ (LADA);2107;2002;180000;Седан;50000.0;https://www.avito.ru/voronezh/avtomobili/vaz_lada_2107_2002_3098159956
ВАЗ (LADA);2109;1987;100000;Хетчбэк;127000.0;https://www.avito.ru/voronezh/avtomobili/vaz_lada_2109_1987_2265233526
ВАЗ (LADA);2101;1981;90000;Седан;90000.0;https://www.avito.ru/voronezh/avtomobili/vaz_lada_2101_1981_2772417247
ВАЗ (LADA);2106;1997;100000;Седан;90000.0;https://www.avito.ru/voronezh/avtomobili/vaz_lada_2106_1997_2756521826
ВАЗ (LADA);Granta;2012;219501;Седан;368000.0;https://www.avito.ru/voronezh/avtomobili/vaz_lada_granta_2012_3128171462
ВАЗ (LADA);4x4 (Нива);2020;43000;Внедорожник;835000.0;https://www.avito.ru/voronezh/avtomobili/vaz_lada_4x4_niva_2020_3092527241
ГАЗ;24 Волга;1979;40000;Универсал;220000.0;https://www.avito.ru/voronezh/avtomobili/gaz_24_volga_1979_2310645254
ВАЗ (LADA);Vesta;2021;37500;Седан;1205000.0;https://www.avito.ru/voronezh/avtomobili/vaz_lada_vesta_2021_3196824663
ВАЗ (LADA);Vesta;2021;35000;Универсал;1485000.0;https://www.avito.ru/voronezh/avtomobili/vaz_lada_vesta_2021_3059270401
ВАЗ (LADA);Vesta;2016;169000;Седан;700000.0;https://www.avito.ru/rossosh/avtomobili/vaz_lada_vesta_2016_2942730462
ВАЗ (LADA);Vesta;2021;20150;Седан;1650000.0;https://www.avito.ru/rossosh/avtomobili/vaz_lada_vesta_2021_3147748751
УАЗ;Patriot;2018;110000;Внедорожник;1370000.0;https://www.avito.ru/mitrofanovka/avtomobili/uaz_patriot_2018_3105418358
ГАЗ;ГАЗель 3302;2002;153216;Фургон;60000.0;https://www.avito.ru/voronezh/avtomobili/gaz_gazel_3302_2002_2443614363
ВАЗ (LADA);Granta;2023;755;Лифтбек;1100000.0;https://www.avito.ru/kalach/avtomobili/vaz_lada_granta_2023_3124140895
ВАЗ (LADA);Granta;2017;93000;Седан;599999.0;https://www.avito.ru/voronezh/avtomobili/vaz_lada_granta_2017_2470925787
ГАЗ;Соболь 2752;2000;279000;Фургон;185000.0;https://www.avito.ru/moskva/avtomobili/gaz_sobol_2752_2000_3162591317
ГАЗ;ГАЗель 2747;2010;209000;Фургон;475000.0;https://www.avito.ru/moskva/avtomobili/gaz_gazel_2747_2.9_mt_2010_209_000_km_3117509747
ВАЗ (LADA);Granta;2017;108300;Хетчбэк;565000.0;https://www.avito.ru/moskva/avtomobili/vaz_lada_granta_2017_3116925772
ГАЗ;ГАЗель 2705;1997;150000;Фургон;140000.0;https://www.avito.ru/moskva/avtomobili/gaz_gazel_2705_2.4_mt_1997_150_000_km_3226652172
ВАЗ (LADA);2106;1990;100000;Седан;170000.0;https://www.avito.ru/moskva/avtomobili/vaz_lada_2106_1.3_mt_1990_100_000_km_3080432017
ВАЗ (LADA);Granta;2020;43300;Седан;665000.0;https://www.avito.ru/moskva/avtomobili/vaz_lada_granta_1.6_mt_2020_43_300_km_3062562613
ВАЗ (LADA);2115 Samara;2008;172000;Седан;265000.0;https://www.avito.ru/reutov/avtomobili/vaz_lada_2115_samara_1.6_mt_2008_172_000_km_3169237300
ГАЗ;Соболь 2310;2020;134000;Фургон;950000.0;https://www.avito.ru/moskva/avtomobili/gaz_sobol_2310_2020_2750909150
ВАЗ (LADA);2104;1999;32850;Универсал;280000.0;https://www.avito.ru/moskva/avtomobili/vaz_lada_2104_1.5_mt_1999_32_850_km_3269222986
ВАЗ (LADA);2114 Samara;2012;141000;Хетчбэк;220000.0;https://www.avito.ru/moskva/avtomobili/vaz_lada_2114_samara_1.6_mt_2012_141_000_km_3149213790
ГАЗ;69;1967;4410;Внедорожник;500000.0;https://www.avito.ru/moskva/avtomobili/gaz_69_1967_2596246031
ГАЗ;3110 Волга;2000;87318;Седан;65000.0;https://www.avito.ru/moskva/avtomobili/gaz_3110_volga_2.4_mt_2000_87_318_km_3127223787
ВАЗ (LADA);Largus;2018;192000;Универсал;785000.0;https://www.avito.ru/moskva/avtomobili/vaz_lada_largus_2018_2989043139
ВАЗ (LADA);Largus Cross;2018;82419;Универсал;1130000.0;https://www.avito.ru/moskva/avtomobili/vaz_lada_largus_cross_1.6_mt_2018_82_419_km_3132479780
ГАЗ;ГАЗель 3302;2005;87000;Фургон;730000.0;https://www.avito.ru/moskva/avtomobili/gaz_gazel_3302_2.5_mt_2005_87_000_km_3457710574
ВАЗ (LADA);2112;2006;212277;Хетчбэк;99000.0;https://www.avito.ru/moskva/avtomobili/vaz_lada_2112_2006_3012968001
ВАЗ (LADA);2108;1987;80000;Хетчбэк;399999.0;https://www.avito.ru/moskva/avtomobili/vaz_lada_2108_1987_2480803540
ВАЗ (LADA);Vesta;2020;112500;Седан;950000.0;https://www.avito.ru/moskva/avtomobili/vaz_lada_vesta_1.8_mt_2020_112_500_km_2663352115
ВАЗ (LADA);4x4 (Нива);2019;90000;Внедорожник;550000.0;https://www.avito.ru/moskva/avtomobili/vaz_lada_4x4_niva_2019_2828802812
ВАЗ (LADA);Granta;2020;2645;Седан;749000.0;https://www.avito.ru/moskva/avtomobili/vaz_lada_granta_2020_3251418648
ВАЗ (LADA);Granta;2020;64950;Хетчбэк;898000.0;https://www.avito.ru/moskva/avtomobili/vaz_lada_granta_2020_2953676441
ВАЗ (LADA);Vesta Cross;2018;58000;Универсал;1220000.0;https://www.avito.ru/moskva/avtomobili/vaz_lada_vesta_cross_2018_3237571952
ВАЗ (LADA);Granta;2022;8000;Седан;880000.0;https://www.avito.ru/moskva/avtomobili/vaz_lada_granta_2022_2977425517
ВАЗ (LADA);2111;2000;126351;Универсал;119000.0;https://www.avito.ru/moskva/avtomobili/vaz_lada_2111_2000_3346344785
ВАЗ (LADA);XRAY;2019;114000;Хетчбэк;760000.0;https://www.avito.ru/moskva/avtomobili/vaz_lada_xray_2019_3016028710
ВАЗ (LADA);2113 Samara;2010;204000;Хетчбэк;145000.0;https://www.avito.ru/moskva/avtomobili/vaz_lada_2113_samara_1.6_mt_2010_204_000_km_3094414875
ГАЗ;ГАЗель 3302;2007;150000;Пикап;490000.0;https://www.avito.ru/moskva/avtomobili/gaz_gazel_3302_2.5_mt_2007_150_000_km_2583752826
ГАЗ;24 Волга;1989;110000;Седан;280000.0;https://www.avito.ru/moskva/avtomobili/gaz_24_volga_1989_2448946675
ВАЗ (LADA);2109;1996;154000;Хетчбэк;50000.0;https://www.avito.ru/moskva_zelenograd/avtomobili/vaz_lada_2109_1996_3236907446
ВАЗ (LADA);Granta;2019;108000;Универсал;480000.0;https://www.avito.ru/moskva/avtomobili/vaz_lada_granta_1.6_mt_2019_108_000_km_2667543675
ВАЗ (LADA);4x4 (Нива);2017;111000;Внедорожник;500000.0;https://www.avito.ru/moskva/avtomobili/vaz_lada_4x4_niva_2017_3032279616
УАЗ;Patriot;2021;52500;Внедорожник;1500000.0;https://www.avito.ru/moskva/avtomobili/uaz_patriot_2021_3080916886
ВАЗ (LADA);Priora;2007;247000;Седан;255000.0;https://www.avito.ru/moskva/avtomobili/vaz_lada_priora_1.6_mt_2007_247_000_km_3168022090
ВАЗ (LADA);2101;1973;35000;Седан;139990.0;https://www.avito.ru/moskva/avtomobili/vaz_lada_2101_1973_2884919402
ВАЗ (LADA);Priora;2009;230000;Хетчбэк;240000.0;https://www.avito.ru/moskva/avtomobili/vaz_lada_priora_2009_2707734998
ВАЗ (LADA);2107;1985;7500;Седан;370000.0;https://www.avito.ru/moskva/avtomobili/vaz_lada_2107_1985_2896081753
ГАЗ;ГАЗель 3302;2005;239000;Фургон;620000.0;https://www.avito.ru/moskva/avtomobili/gaz_gazel_3302_2005_3092169672
ГАЗ;24 Волга;1971;79648;Седан;1350000.0;https://www.avito.ru/moskva/avtomobili/gaz_24_volga_1971_2541282860
ВАЗ (LADA);Largus;2019;288000;Универсал;860000.0;https://www.avito.ru/moskva/avtomobili/vaz_lada_largus_1.6_mt_2019_288_000_km_3143479496
ВАЗ (LADA);2114 Samara;2004;409054;Хетчбэк;79990.0;https://www.avito.ru/moskva/avtomobili/vaz_lada_2114_samara_2004_3143407360
ВАЗ (LADA);Granta;2022;5500;Седан;810000.0;https://www.avito.ru/moskva/avtomobili/vaz_lada_granta_2022_3097002886
ГАЗ;ГАЗель Next;2019;14000;Фургон;1750000.0;https://www.avito.ru/moskva/avtomobili/gaz_gazel_next_2.8_mt_2019_14_000_km_2451154182
ВАЗ (LADA);Vesta Cross;2017;98000;Универсал;1180000.0;https://www.avito.ru/moskva/avtomobili/vaz_lada_vesta_cross_2017_3205016095
ВАЗ (LADA);Largus Cross;2020;41100;Универсал;1270000.0;https://www.avito.ru/moskva/avtomobili/vaz_lada_largus_cross_2020_2764436133
ВАЗ (LADA);2108;1987;64000;Хетчбэк;100000.0;https://www.avito.ru/moskva/avtomobili/vaz_lada_2108_1987_3097181068
ГАЗ;ГАЗель 3302;2012;290000;Фургон;650000.0;https://www.avito.ru/moskva/avtomobili/gaz_gazel_3302_2012_3015603440
ГАЗ;Соболь 2217;2014;50000;Минивэн;2000000.0;https://www.avito.ru/moskva/avtomobili/gaz_sobol_2217_2014_2509915600
ВАЗ (LADA);4x4 (Нива);2015;60000;Внедорожник;670000.0;https://www.avito.ru/moskva/avtomobili/vaz_lada_4x4_niva_1.7_mt_2015_60_000_km_2886136139
ГАЗ;Соболь 2217;2008;12000;Микроавтобус;530000.0;https://www.avito.ru/moskva/avtomobili/gaz_sobol_2217_2.5_mt_2008_12_000_km_3067360081
ГАЗ;ГАЗель Next;2017;220000;Микроавтобус;1340000.0;https://www.avito.ru/moskva/avtomobili/gaz_gazel_next_2.7_mt_2017_220_000_km_1799458375
ВАЗ (LADA);Priora;2009;250000;Универсал;220000.0;https://www.avito.ru/moskva_zelenograd/avtomobili/vaz_lada_priora_1.6_mt_2009_250_000_km_3251947425
ГАЗ;ГАЗель 3302;2010;370000;Фургон;459000.0;https://www.avito.ru/moskva/avtomobili/gaz_gazel_3302_2010_3067822395
ГАЗ;ГАЗель 2705;2006;199000;Фургон;950000.0;https://www.avito.ru/moskva/avtomobili/gaz_gazel_2705_2.4_mt_2006_199_000_km_2348727168
ВАЗ (LADA);Vesta;2021;17000;Седан;1250000.0;https://www.avito.ru/moskva/avtomobili/vaz_lada_vesta_2021_2487075974
УАЗ;31519;1998;130000;Внедорожник;190000.0;https://www.avito.ru/moskva/avtomobili/uaz_31519_1998_2707826681
ГАЗ;ГАЗель 3302;2012;181000;Фургон;595000.0;https://www.avito.ru/moskva/avtomobili/gaz_gazel_3302_2012_2577782960
ВАЗ (LADA);4x4 (Нива);2015;48400;Внедорожник;650000.0;https://www.avito.ru/moskva/avtomobili/vaz_lada_4x4_niva_2015_3218302376
ВАЗ (LADA);2103;1975;17260;Седан;340000.0;https://www.avito.ru/moskva/avtomobili/vaz_lada_2103_1975_2642696974
ВАЗ (LADA);Largus;2021;91000;Универсал;1500000.0;https://www.avito.ru/moskva/avtomobili/vaz_lada_largus_2021_3100054290
УАЗ;Patriot;2017;150200;Внедорожник;850000.0;https://www.avito.ru/moskva/avtomobili/uaz_patriot_2017_3184645369
ВАЗ (LADA);2105;1997;70000;Седан;200000.0;https://www.avito.ru/moskva/avtomobili/vaz_lada_2105_1997_3105656088
УАЗ;Patriot;2009;114000;Внедорожник;600000.0;https://www.avito.ru/moskva/avtomobili/uaz_patriot_2009_2445829214
ВАЗ (LADA);2115 Samara;2004;210967;Седан;115000.0;https://www.avito.ru/moskva/avtomobili/vaz_2115_samara_2004_3048505453
УАЗ;Patriot;2021;22400;Внедорожник;1750000.0;https://www.avito.ru/moskva/avtomobili/uaz_patriot_2021_2606741421
ВАЗ (LADA);2105;1990;72000;Седан;1449000.0;https://www.avito.ru/moskva/avtomobili/vaz_lada_2105_1990_3047978910
ВАЗ (LADA);2105;2006;60500;Седан;180000.0;https://www.avito.ru/moskva/avtomobili/vaz_lada_2105_2006_3099363057
ВАЗ (LADA);Granta;2016;78000;Седан;450000.0;https://www.avito.ru/moskva/avtomobili/vaz_lada_granta_2016_3029047228
ГАЗ;24 Волга;1976;80000;Седан;270000.0;https://www.avito.ru/moskva/avtomobili/gaz_24_volga_1976_2440390708
ВАЗ (LADA);Priora;2011;46000;Седан;750000.0;https://www.avito.ru/moskva/avtomobili/vaz_lada_priora_2011_3192507133
ВАЗ (LADA);4x4 (Нива);1997;132842;Внедорожник;150999.0;https://www.avito.ru/moskva/avtomobili/vaz_lada_4x4_niva_1997_3306547779
ВАЗ (LADA);2101;1983;62000;Седан;220000.0;https://www.avito.ru/moskva/avtomobili/vaz_lada_2101_1983_2767964987
УАЗ;Patriot;2014;305000;Внедорожник;600000.0;https://www.avito.ru/moskva/avtomobili/uaz_patriot_2014_3120584133
УАЗ;Patriot;2018;70150;Внедорожник;1250000.0;https://www.avito.ru/moskva/avtomobili/uaz_patriot_2018_2536915125
ВАЗ (LADA);2114 Samara;2008;104000;Хетчбэк;280000.0;https://www.avito.ru/moskva/avtomobili/vaz_lada_2114_samara_2008_2940325421
ГАЗ;Соболь 2217;2005;40000;Микроавтобус;750000.0;https://www.avito.ru/moskva/avtomobili/gaz_sobol_2217_2005_2971849696
ВАЗ (LADA);XRAY;2021;75500;Хетчбэк;1150000.0;https://www.avito.ru/moskva/avtomobili/vaz_lada_xray_2021_3075171179
ВАЗ (LADA);2107;2007;87000;Седан;250000.0;https://www.avito.ru/moskva/avtomobili/vaz_lada_2107_2007_2979231009
ВАЗ (LADA);2111;2001;48125;Универсал;370000.0;https://www.avito.ru/moskva/avtomobili/vaz_lada_2111_2001_3250823065
ВАЗ (LADA);Largus;2017;196000;Универсал;820000.0;https://www.avito.ru/moskva/avtomobili/vaz_lada_largus_1.6_mt_2017_196_000_km_3140047443
ВАЗ (LADA);Vesta Cross;2021;598;Универсал;1612000.0;https://www.avito.ru/moskva/avtomobili/vaz_lada_vesta_cross_1.8_mt_2021_598_km_2680652783
ВАЗ (LADA);4x4 (Нива);2017;24000;Внедорожник;1100000.0;https://www.avito.ru/moskva/avtomobili/vaz_lada_4x4_niva_2017_2165946374
ВАЗ (LADA);2110;2001;177000;Седан;140000.0;https://www.avito.ru/moskva/avtomobili/vaz_lada_2110_2001_3152403243
ВАЗ (LADA);Priora;2013;73000;Седан;750000.0;https://www.avito.ru/moskva/avtomobili/vaz_lada_priora_2013_3123031936
УАЗ;Patriot;2010;130000;Внедорожник;920000.0;https://www.avito.ru/moskva/avtomobili/uaz_patriot_2010_2404857369
ВАЗ (LADA);2104;2000;99520;Универсал;125000.0;https://www.avito.ru/odintsovo/avtomobili/vaz_lada_2104_1.5_mt_2000_99_520_km_2948902726
ВАЗ (LADA);2108;1998;160000;Хетчбэк;195000.0;https://www.avito.ru/moskva/avtomobili/vaz_lada_2108_1998_2497433196
ГАЗ;24 Волга;1978;112865;Седан;390000.0;https://www.avito.ru/moskva/avtomobili/gaz_24_volga_1978_3139947105
ВАЗ (LADA);2114 Samara;2004;262000;Хетчбэк;105000.0;https://www.avito.ru/moskovskaya_oblast_krasnogorsk/avtomobili/vaz_lada_2114_samara_2004_3183893918
ВАЗ (LADA);Granta;2017;62563;Седан;600000.0;https://www.avito.ru/moskva/avtomobili/vaz_lada_granta_2017_3087853935
ВАЗ (LADA);4x4 (Нива);2022;14000;Внедорожник;945000.0;https://www.avito.ru/vatutinki/avtomobili/vaz_lada_4x4_niva_2022_3065942947
ВАЗ (LADA);Kalina;2008;219000;Универсал;180000.0;https://www.avito.ru/moskva/avtomobili/vaz_lada_kalina_1.6_mt_2008_219_000_km_3180499153
ВАЗ (LADA);Niva Travel;2021;9300;Внедорожник;1550000.0;https://www.avito.ru/dedenevo/avtomobili/vaz_lada_niva_travel_2021_2540550342
ВАЗ (LADA);2110;2002;300000;Седан;120000.0;https://www.avito.ru/zvenigorod/avtomobili/vaz_2110_2002_2945518936
ГАЗ;ГАЗель 33023;2007;180000;Пикап;620000.0;https://www.avito.ru/andreevka/avtomobili/gaz_gazel_33023_2007_3067758729
ВАЗ (LADA);4x4 (Нива);2014;102100;Внедорожник;680000.0;https://www.avito.ru/moskva/avtomobili/vaz_lada_4x4_niva_2014_2949125050
ВАЗ (LADA);2105;1983;90000;Седан;433333.0;https://www.avito.ru/moskva/avtomobili/vaz_lada_2105_1.3_mt_1983_90_000_km_2532660589
ВАЗ (LADA);Niva Legend;2022;15595;Внедорожник;939000.0;https://www.avito.ru/moskva/avtomobili/vaz_lada_niva_legend_2022_2785352469
ГАЗ;ГАЗель 3302;2012;187000;Фургон;999000.0;https://www.avito.ru/podolsk/avtomobili/gaz_gazel_3302_2012_3361890449
ВАЗ (LADA);4x4 (Нива);2012;145000;Внедорожник;389990.0;https://www.avito.ru/moskva/avtomobili/vaz_lada_4x4_niva_2012_2919205344
ВАЗ (LADA);Granta;2022;86900;Хетчбэк;750000.0;https://www.avito.ru/vidnoe/avtomobili/vaz_lada_granta_2022_3067523343
ВАЗ (LADA);Granta;2016;103000;Седан;550000.0;https://www.avito.ru/vidnoe/avtomobili/vaz_lada_granta_2016_2500194452
